g1,g2,g3,g4,g5,g6,r1,r2,r3,r4,r5,r6
soare,spelt,steep,,,,gnnny,gygny,ggggg,,,
soare,angle,agile,,,,nnyng,gnygg,ggggg,,,
soare,slate,stage,stake,,,gngng,gngyg,gggng,ggggg,,
soare,betel,quell,dwell,,,nnnny,nynng,nnggg,ggggg,,
soare,plate,knave,,,,nngng,nngng,ggggg,,,
soare,teary,pearl,beard,,,nnggy,ngggn,ngggn,ggggg,,
soare,arose,,,,,yyyyg,ggggg,,,,
soare,donut,tooth,motif,,,ngnnn,ngnny,ygnnn,ggggg,,
soare,slant,scamp,smash,,,gngnn,gngnn,gngyn,ggggg,,
soare,front,droop,growl,broil,,nynyn,nggnn,nggnn,nggng,ggggg,
soare,glare,,,,,nnggg,ggggg,,,,
soare,stoke,scope,shove,,,gynng,gngng,gngng,ggggg,,
soare,natal,bawdy,baggy,,,nnynn,ngnnn,ggnng,ggggg,,
soare,natal,bawdy,mammy,,,nnynn,ngnnn,ngnng,ggggg,,
soare,slant,scamp,swamp,,,gngnn,gngnn,gnggg,ggggg,,
soare,bloat,aloud,along,,,nyynn,nggyn,gggnn,ggggg,,
soare,trick,rugby,,,,nnnyn,nynnn,ggggg,,,
soare,later,parer,gamer,wager,,nnyyy,ngngg,ngngg,ygngg,ggggg,
soare,clank,aback,whack,quack,,nngnn,yngng,nnggg,nnggg,ggggg,
soare,sauna,squad,squat,,,gnynn,gygnn,ggggn,ggggg,,
soare,slant,snaky,,,,gngnn,gngyn,ggggg,,,
soare,betel,debit,,,,nnnny,ygynn,ggggg,,,
soare,angle,mange,,,,nnyng,yyyng,ggggg,,,
soare,slate,skate,,,,gngng,gnggg,ggggg,,,
soare,lunch,ninth,,,,nnnnn,nngng,ggggg,,,
soare,moist,boost,joust,,,ygnnn,ngngg,ngngg,ggggg,,
soare,drawn,craft,tramp,,,nngyn,nggnn,nggny,ggggg,,
soare,shirt,slurp,spurn,,,gnngn,gnngn,gnggy,ggggg,,
soare,pleat,decal,medal,,,nnyny,nyygn,ygngg,ggggg,,
soare,chord,micro,,,,nyngn,ynygn,ggggg,,,
soare,deter,rebel,,,,nnnyy,ngngy,ggggg,,,
soare,clank,blank,flank,,,nngnn,ngggg,ngggg,ggggg,,
soare,teary,pearl,learn,,,nnggy,ngggn,ngggy,ggggg,,
soare,radar,nadir,,,,nnyyn,nggng,ggggg,,,
soare,angle,table,maple,,,nnyng,ynngg,ngngg,ggggg,,
soare,donut,folio,comfy,,,ngnnn,ngnnn,ygnnn,ggggg,,
soare,deter,rebut,remit,,,nnnyy,ngyny,ggnng,ggggg,,
soare,trick,wrung,gruff,,,nnnyn,ngnnn,nggny,ggggg,,
soare,reset,ester,,,,ynnyy,yyygy,ggggg,,,
soare,least,,,,,yngny,ggggg,,,,
soare,donut,mogul,,,,ngnnn,ngngn,ggggg,,,
soare,betel,fetid,fetch,,,nnnny,nggnn,gggnn,ggggg,,
soare,lapse,masse,cause,,,ynyng,ngngg,ngngg,ggggg,,
soare,ocean,oaken,,,,nyyny,gnyyg,ggggg,,,
soare,bloat,aglow,,,,nyynn,nyyyn,ggggg,,,
soare,death,meaty,,,,nngny,ngggn,ggggg,,,
soare,angle,gauze,gaffe,,,nnyng,ynyng,ggnng,ggggg,,
soare,stink,slump,shyly,,,gnnnn,gnnnn,gynnn,ggggg,,
soare,later,parer,racer,,,nnyyy,ngngg,ngygg,ggggg,,
soare,front,droop,proxy,prowl,,nynyn,nggnn,nggny,gggnn,ggggg,
soare,betel,quiet,thief,,,nnnny,nnygn,nnggy,ggggg,,
soare,stern,,,,,gnngy,ggggg,,,,
soare,poesy,,,,,ygnny,ggggg,,,,
soare,north,color,rocky,,,ngnyn,ngynn,ygnny,ggggg,,
soare,betel,tweed,tweet,,,nnnny,nyygn,ggggn,ggggg,,
soare,nasty,waist,,,,ynynn,ngyyn,ggggg,,,
soare,shire,spire,,,,gnngg,gnggg,ggggg,,,
soare,prove,trope,grope,,,nynyg,yggng,ngggg,ggggg,,
soare,bloat,wagon,havoc,,,nyynn,nnyyn,ngngn,ggggg,,
soare,nasty,patsy,,,,ynynn,ngyyg,ggggg,,,
soare,trick,truly,,,,nnnyn,ggnnn,ggggg,,,
soare,north,forty,,,,ngnyn,ngggn,ggggg,,,
soare,betel,depth,deity,,,nnnny,ngynn,ggngn,ggggg,,
soare,guile,uncle,,,,nnnng,nyngg,ggggg,,,
soare,stink,swill,swish,,,gnnnn,gngnn,gggnn,ggggg,,
soare,deter,filer,river,giver,,nnnyy,nnngg,ngngg,ngggg,ggggg,
soare,deter,creep,preen,,,nnnyy,nyngy,ngggy,ggggg,,
soare,betel,bevel,,,,nnnny,ggngg,ggggg,,,
soare,deter,lemur,,,,nnnyy,ngnng,ggggg,,,
soare,drawn,draft,,,,nngyn,gggnn,ggggg,,,
soare,stoke,scope,slope,,,gynng,gngng,gnggg,ggggg,,
soare,bloat,wagon,annoy,,,nyynn,nnyyn,nyngy,ggggg,,
soare,blood,lingo,,,,nynnn,nyynn,ggggg,,,
soare,pleat,glean,bleak,,,nnyny,ngggn,ngggn,ggggg,,
soare,lunch,digit,ditty,,,nnnnn,nnnnn,ggnny,ggggg,,
soare,trick,curly,,,,nnnyn,nynyn,ggggg,,,
soare,later,rebar,cedar,,,nnyyy,nynyg,ngngg,ggggg,,
soare,tripe,rifle,dirge,,,nnnyg,nyyng,ygnng,ggggg,,
soare,front,groin,grown,,,nynyn,nggyn,gggng,ggggg,,
soare,forge,horde,,,,ngnyg,nggng,ggggg,,,
soare,front,droop,drool,,,nynyn,nggnn,ggggn,ggggg,,
soare,stink,skulk,shuck,,,gnnnn,gnnng,gngng,ggggg,,
soare,trick,crypt,,,,nnnyn,ygnyn,ggggg,,,
soare,lunch,cumin,,,,nnnnn,ngyyn,ggggg,,,
soare,stoop,stock,,,,gynnn,gggnn,ggggg,,,
soare,drawn,craft,gravy,,,nngyn,nggnn,nggnn,ggggg,,
soare,moist,focus,locus,,,ygnnn,ngnyn,ngggg,ggggg,,
soare,deter,ruder,wider,,,nnnyy,ynngg,nnggg,ggggg,,
soare,deter,creed,breed,,,nnnyy,yyngy,ngggg,ggggg,,
soare,guile,quite,,,,nnnng,nggng,ggggg,,,
soare,plate,knave,amaze,chafe,,nngng,nngng,nngng,nngng,ggggg,
soare,angle,maybe,cache,,,nnyng,ynnng,ngnng,ggggg,,
soare,lunch,filmy,blimp,,,nnnnn,ynnnn,nyygn,ggggg,,
soare,betel,feign,deign,,,nnnny,ngnnn,ngggg,ggggg,,
soare,betel,eking,fiend,,,nnnny,nynnn,ynygn,ggggg,,
soare,donut,folio,logic,,,ngnnn,ngnnn,ngygn,ggggg,,
soare,pleat,cheap,,,,nnyny,ynggn,ggggg,,,
soare,guile,elite,elide,,,nnnng,nngyg,gggng,ggggg,,
soare,trick,lurid,rigid,,,nnnyn,nyynn,nnygg,ggggg,,
soare,lapse,false,,,,ynyng,ygngg,ggggg,,,
soare,later,relax,regal,renal,,nnyyy,yynyy,ggygn,ggngg,ggggg,
soare,guile,pence,,,,nnnng,nnnng,ggggg,,,
soare,north,color,rowdy,,,ngnyn,ngynn,ngnny,ggggg,,
soare,stoop,shoot,,,,gynnn,gyggn,ggggg,,,
soare,plate,blaze,,,,nngng,nggng,ggggg,,,
soare,demon,enjoy,envoy,,,nynny,nyngy,ggngg,ggggg,,
soare,poise,posse,,,,ygnng,ggngg,ggggg,,,
soare,deter,gruel,brief,,,nnnyy,nnngy,ngngn,ggggg,,
soare,deter,fever,never,,,nnnyy,ngngg,ngggg,ggggg,,
soare,acorn,agora,abort,,,nyygn,gnggn,gnggn,ggggg,,
soare,poise,louse,house,mouse,,ygnng,ngngg,ngggg,ngggg,ggggg,
soare,lunch,cubic,mucky,,,nnnnn,ngnyn,ygnnn,ggggg,,
soare,stink,sulky,,,,gnnnn,gnnny,ggggg,,,
soare,ferry,fiery,,,,nnngy,gyngg,ggggg,,,
soare,pleat,haven,media,,,nnyny,nnyyn,nynyn,ggggg,,
soare,trick,trunk,,,,nnnyn,ggnng,ggggg,,,
soare,least,yeast,,,,yngny,ngggg,ggggg,,,
soare,later,clear,,,,nnyyy,yynyg,ggggg,,,
soare,stink,skunk,,,,gnnnn,gnngg,ggggg,,,
soare,slant,scald,scalp,,,gngnn,gygnn,ggggn,ggggg,,
soare,lunch,digit,kitty,bitty,,nnnnn,nnnnn,ngnny,ngggg,ggggg,
soare,deter,ruder,wider,cider,,nnnyy,ynngg,nnggg,ngggg,ggggg,
soare,loath,koala,,,,nggnn,yggnn,ggggg,,,
soare,betel,quiet,duvet,,,nnnny,nnygn,ngngg,ggggg,,
soare,spine,segue,,,,gnnng,gnnng,ggggg,,,
soare,tripe,creme,,,,nnnyg,ngnng,ggggg,,,
soare,sneer,surer,super,,,gnnyy,gnngg,ggngg,ggggg,,
soare,trick,grind,grill,,,nnnyn,nggnn,gggnn,ggggg,,
soare,later,after,,,,nnyyy,nyggg,ggggg,,,
soare,tenor,owner,,,,nynyy,nygyg,ggggg,,,
soare,deter,queer,ember,,,nnnyy,nyngg,nnygg,ggggg,,
soare,react,reach,,,,nngyy,ggggn,ggggg,,,
soare,donut,colon,nobly,,,ngnnn,ngynn,ngyny,ggggg,,
soare,betel,edict,empty,,,nnnny,nyynn,gnnny,ggggg,,
soare,spelt,spend,speed,,,gnnny,gggnn,gggng,ggggg,,
soare,mushy,tipsy,gipsy,,,ynnnn,nnyng,ngggg,ggggg,,
soare,deter,lemur,recur,,,nnnyy,ngnng,ngngg,ggggg,,
soare,stoop,showy,scold,smock,,gynnn,gngnn,gngnn,gygnn,ggggg,
soare,later,bread,dread,,,nnyyy,nynyy,ngggg,ggggg,,
soare,tripe,nerve,merge,,,nnnyg,nynng,nggng,ggggg,,
soare,crust,burst,,,,ynnyn,nyygg,ggggg,,,
soare,natal,gamma,kappa,,,nnynn,ngnyn,ngnng,ggggg,,
soare,natal,audit,amity,,,nnynn,nyynn,gnnyy,ggggg,,
soare,slant,scamp,shady,shaky,,gngnn,gngnn,gngnn,gggng,ggggg,
soare,rower,hover,,,,ngnyy,ngngg,ggggg,,,
soare,baron,tarot,carol,,,nyyyn,ngggn,ngggn,ggggg,,
soare,short,sport,snort,,,gyngn,gnggg,gnggg,ggggg,,
soare,stoop,scion,synod,,,gynnn,gnngn,gnngy,ggggg,,
soare,natal,taint,faint,,,nnynn,ygynn,ngggg,ggggg,,
soare,natal,taint,jaunt,gaunt,haunt,nnynn,ygynn,ngngg,ngggg,ngggg,ggggg
soare,front,floor,flour,,,nynyn,gygnn,gggng,ggggg,,
soare,drawn,flair,chair,,,nngyn,nygnn,nnggg,ggggg,,
soare,demon,depot,detox,,,nynny,ggngn,ggngy,ggggg,,
soare,sneer,shrew,,,,gnnyy,gnngy,ggggg,,,
soare,dense,tense,,,,ynnng,ngggg,ggggg,,,
soare,betel,linen,plied,,,nnnny,nnngy,yyngn,ggggg,,
soare,award,quart,quark,,,nnggn,nnggn,ggggn,ggggg,,
soare,trick,rugby,burly,,,nnnyn,nynnn,ygnyg,ggggg,,
soare,motel,hovel,novel,,,ngnny,ngngg,ngggg,ggggg,,
soare,pleat,haven,waxen,,,nnyny,nnyyn,ngngg,ggggg,,
soare,stoop,stock,stoic,,,gynnn,gggnn,gggyn,ggggg,,
soare,deter,perch,jerky,,,nnnyy,ngnny,nggnn,ggggg,,
soare,lunch,filmy,blitz,,,nnnnn,ynnnn,nyynn,ggggg,,
soare,betel,beech,beefy,,,nnnny,ggnyn,gggnn,ggggg,,
soare,trick,incur,lyric,,,nnnyn,nyyyn,ynyny,ggggg,,
soare,mushy,husky,hussy,,,ynnnn,nggyg,gggng,ggggg,,
soare,motel,towel,,,,ngnny,ngygg,ggggg,,,
soare,lunch,built,quilt,,,nnnnn,ygnnn,ngggg,ggggg,,
soare,demon,below,,,,nynny,ngngn,ggggg,,,
soare,blood,bingo,,,,nynnn,gnynn,ggggg,,,
soare,mushy,wispy,,,,ynnnn,nngng,ggggg,,,
soare,crass,trash,brash,,,yngyn,ngggn,ngggg,ggggg,,
soare,stoke,scope,scone,,,gynng,gngng,gggng,ggggg,,
soare,coast,toast,,,,yggnn,ngggg,ggggg,,,
soare,essay,easel,,,,ynyny,gngyn,ggggg,,,
soare,sauna,saucy,,,,gnynn,gggnn,ggggg,,,
soare,angle,halve,value,,,nnyng,ynnyg,nggyg,ggggg,,
soare,spine,spike,spite,spice,,gnnng,gggng,gggng,gggng,ggggg,
soare,north,honor,,,,ngnyn,ygyny,ggggg,,,
soare,forge,route,,,,ngnyg,ngyng,ggggg,,,
soare,stark,shard,sharp,,,gnggn,gnggn,ggggn,ggggg,,
soare,natal,bawdy,,,,nnynn,ngnnn,ggggg,,,
soare,radar,radii,,,,nnyyn,gggnn,ggggg,,,
soare,stink,sulky,skull,,,gnnnn,gnnny,gyyyn,ggggg,,
soare,blood,phony,,,,nynnn,nngnn,ggggg,,,
soare,dense,issue,,,,ynnng,nnnyg,ggggg,,,
soare,later,layer,lager,,,nnyyy,ggngg,ggngg,ggggg,,
soare,spelt,shell,smell,swell,,gnnny,gnggn,gnggg,gnggg,ggggg,
soare,tripe,brine,urine,,,nnnyg,nggng,ngggg,ggggg,,
soare,nasty,gassy,,,,ynynn,nggng,ggggg,,,
soare,radar,viral,trial,,,nnyyn,ynngn,nyygg,ggggg,,
soare,acorn,flora,,,,nyygn,ynggn,ggggg,,,
soare,deter,filer,hyper,upper,,nnnyy,nnngg,nnngg,nnggg,ggggg,
soare,natal,latch,,,,nnynn,nggny,ggggg,,,
soare,lunch,might,wight,,,nnnnn,nnnny,ngggg,ggggg,,
soare,trick,prick,crick,brick,,nnnyn,ngggg,ngggg,ngggg,ggggg,
soare,ferry,retry,,,,nnngy,ngygg,ggggg,,,
soare,donut,folio,jolly,holly,,ngnnn,ngnnn,nggnn,ngggg,ggggg,
soare,pleat,decal,,,,nnyny,nyygn,ggggg,,,
soare,crass,brass,grass,,,yngyn,ngggg,ngggg,ggggg,,
soare,slant,scamp,shack,,,gngnn,gngnn,gygnn,ggggg,,
soare,nomad,dogma,,,,ngynn,ngyyy,ggggg,,,
soare,rower,hover,lover,cover,mover,ngnyy,ngngg,ngggg,ngggg,ngggg,ggggg
soare,deter,defer,,,,nnnyy,ggngg,ggggg,,,
soare,sower,sober,,,,ggnyy,ggngg,ggggg,,,
soare,blood,ought,optic,,,nynnn,nnynn,gnnny,ggggg,,
soare,deter,filer,inner,crier,,nnnyy,nnngg,nyngg,ynngg,ggggg,
soare,lunch,dying,vying,,,nnnnn,nnynn,ngggg,ggggg,,
soare,nomad,,,,,ngynn,ggggg,,,,
soare,guile,flume,fluke,flute,,nnnng,nynyg,gggng,gggng,ggggg,
soare,blood,ought,hippo,,,nynnn,nnynn,ynnyn,ggggg,,
soare,stark,shark,,,,gnggn,gnggg,ggggg,,,
soare,deter,diner,drier,,,nnnyy,gnngg,gyngg,ggggg,,
soare,those,obese,,,,yynng,nnygg,ggggg,,,
soare,guile,bugle,,,,nnnng,ygngg,ggggg,,,
soare,natal,taint,tawny,,,nnynn,ygynn,ggngn,ggggg,,
soare,clank,chalk,,,,nngnn,gygng,ggggg,,,
soare,least,yeast,feast,,,yngny,ngggg,ngggg,ggggg,,
soare,trick,rugby,ruddy,,,nnnyn,nynnn,ggnng,ggggg,,
soare,pleat,penal,pedal,,,nnyny,gyygn,ggngg,ggggg,,
soare,stark,shard,scarf,,,gnggn,gnggn,gnggn,ggggg,,
soare,deter,gruel,cruel,,,nnnyy,nnngy,ngggg,ggggg,,
soare,pleat,bleat,,,,nnyny,ngggg,ggggg,,,
soare,natal,tubal,tidal,,,nnynn,nnygg,gnngg,ggggg,,
soare,stink,slump,slush,,,gnnnn,gnnnn,gggnn,ggggg,,
soare,spelt,seven,semen,,,gnnny,gnynn,ggngg,ggggg,,
soare,lunch,windy,,,,nnnnn,nngnn,ggggg,,,
soare,mushy,dusty,,,,ynnnn,nggng,ggggg,,,
soare,sauna,sadly,sally,,,gnynn,ggnnn,ggngg,ggggg,,
soare,blood,igloo,,,,nynnn,nyygn,ggggg,,,
soare,deter,nerdy,,,,nnnyy,ygnny,ggggg,,,
soare,betel,level,jewel,,,nnnny,ngngg,ngngg,ggggg,,
soare,stoke,scope,shove,shone,,gynng,gngng,gngng,gggng,ggggg,
soare,plate,leave,whale,,,nngng,nygng,yngng,ggggg,,
soare,betel,widen,hymen,,,nnnny,nnngn,nnngg,ggggg,,
soare,lapse,amuse,abuse,,,ynyng,nyngg,gnggg,ggggg,,
soare,guile,budge,fugue,,,nnnng,ygnng,ngnyg,ggggg,,
soare,demon,elbow,,,,nynny,nyngn,ggggg,,,
soare,trick,crump,crumb,,,nnnyn,ngnyn,ggggn,ggggg,,
soare,nasty,pansy,,,,ynynn,ygyng,ggggg,,,
soare,guest,welsh,,,,ynnny,nnygn,ggggg,,,
soare,shrub,strut,syrup,,,gnnyn,gnggn,gnggn,ggggg,,
soare,purse,verse,terse,,,ynnyg,nnggg,ngggg,ggggg,,
soare,slate,spade,shake,suave,,gngng,gngng,gngng,gngng,ggggg,
soare,natal,tacit,gamut,,,nnynn,ngynn,ngnng,ggggg,,
soare,stink,slung,swung,,,gnnnn,gnngn,gnggg,ggggg,,
soare,crate,grade,drake,,,nngyg,nggng,nggyg,ggggg,,
soare,deter,creed,breed,freed,,nnnyy,yyngy,ngggg,ngggg,ggggg,
soare,azure,afire,,,,nnygg,gnngg,ggggg,,,
soare,shirt,,,,,gnngn,ggggg,,,,
soare,front,trout,grout,,,nynyn,nggng,ngggg,ggggg,,
soare,blood,oddly,,,,nynnn,nyyny,ggggg,,,
soare,guile,wince,pixie,tithe,,nnnng,nnyng,ngnng,ngnng,ggggg,
soare,clank,plaid,,,,nngnn,nggnn,ggggg,,,
soare,lunch,dumpy,dummy,,,nnnnn,ngnnn,gggng,ggggg,,
soare,front,droop,broom,,,nynyn,nggnn,ngggn,ggggg,,
soare,lunch,fling,blink,blind,,nnnnn,ynynn,ngggn,ggggn,ggggg,
soare,north,torch,,,,ngnyn,nggyg,ggggg,,,
soare,betel,enemy,,,,nnnny,nynyn,ggggg,,,
soare,clank,again,,,,nngnn,nngyn,ggggg,,,
soare,lunch,dying,vying,tying,,nnnnn,nnynn,ngggg,ngggg,ggggg,
soare,guest,pesky,,,,ynnny,nnyyn,ggggg,,,
soare,later,alter,,,,nnyyy,yyggg,ggggg,,,
soare,later,parer,gamer,gazer,,nnyyy,ngngg,ngngg,ggngg,ggggg,
soare,vogue,booze,noble,,,ngnng,ngnng,ygnng,ggggg,,
soare,onset,ethos,,,,yynny,ynyyy,ggggg,,,
soare,tripe,brine,bribe,bride,,nnnyg,nggng,gggng,gggng,ggggg,
soare,demon,elbow,extol,,,nynny,nyngn,gyngn,ggggg,,
soare,tenor,decor,,,,nynyy,ngngg,ggggg,,,
soare,donut,folio,bobby,hobby,,ngnnn,ngnnn,ngnnn,ngggg,ggggg,
soare,least,yeast,feast,beast,,yngny,ngggg,ngggg,ngggg,ggggg,
soare,blood,idiot,idiom,,,nynnn,nnngy,ggggn,ggggg,,
soare,deter,inter,utter,,,nnnyy,nnggg,nnggg,ggggg,,
soare,dense,these,,,,ynnng,nyngg,ggggg,,,
soare,stink,sixth,,,,gnnnn,gyynn,ggggg,,,
soare,award,alarm,,,,nnggn,gnggn,ggggg,,,
soare,erase,,,,,yngyg,ggggg,,,,
soare,betel,elegy,,,,nnnny,nynyy,ggggg,,,
soare,stink,skunk,spunk,,,gnnnn,gnngg,gnggg,ggggg,,
soare,deter,filer,river,nicer,piper,nnnyy,nnngg,ngngg,ngngg,ngngg,ggggg
soare,slant,scald,scalp,scaly,,gngnn,gygnn,ggggn,ggggn,ggggg,
soare,stoop,showy,scold,,,gynnn,gngnn,gngnn,ggggg,,
soare,betel,depth,hefty,,,nnnny,ngynn,ngngy,ggggg,,
soare,lunch,chick,,,,nnnnn,nnngy,ggggg,,,
soare,sound,sooth,sooty,,,ggnnn,ggnnn,ggggn,ggggg,,
soare,natal,banal,canal,,,nnynn,ygngg,ngggg,ggggg,,
soare,lunch,night,whiny,,,nnnnn,nnyny,yynyn,ggggg,,
soare,slant,slack,slash,,,gngnn,gggnn,gggnn,ggggg,,
soare,plate,knave,awake,quake,,nngng,nngng,yngng,nnggg,ggggg,
soare,donut,point,joint,,,ngnnn,ngyng,ngggg,ggggg,,
soare,spelt,swept,,,,gnnny,gygng,ggggg,,,
soare,tripe,prude,,,,nnnyg,ngnyg,ggggg,,,
soare,death,heavy,,,,nngny,nggny,ggggg,,,
soare,betel,yield,field,wield,,nnnny,nynny,ngggg,ngggg,ggggg,
soare,guile,pence,femme,,,nnnng,nnnng,ngnng,ggggg,,
soare,mason,lasso,,,,yyynn,nggyn,ggggg,,,
soare,angle,maybe,maize,,,nnyng,ynnng,ggnng,ggggg,,
soare,slate,shale,,,,gngng,gygng,ggggg,,,
soare,sneer,shrew,screw,,,gnnyy,gnngy,gnggg,ggggg,,
soare,spree,,,,,gnnyg,ggggg,,,,
soare,stoop,showy,smoky,,,gynnn,gngnn,gngng,ggggg,,
soare,lunch,might,whiff,,,nnnnn,nnnny,nynyn,ggggg,,
soare,spelt,sweet,scent,,,gnnny,gngng,gngng,ggggg,,
soare,plate,blaze,flame,glade,,nngng,nggng,nggng,nggng,ggggg,
soare,spelt,spent,,,,gnnny,gggng,ggggg,,,
soare,crust,brisk,prism,,,ynnyn,ngngn,ngggn,ggggg,,
soare,stoke,,,,,gynng,ggggg,,,,
soare,deter,filer,river,riper,,nnnyy,nnngg,ngngg,ggngg,ggggg,
soare,front,orbit,,,,nynyn,ngyng,ggggg,,,
soare,nomad,voila,cocoa,,,ngynn,ngnyn,ngnng,ggggg,,
soare,lunch,built,quilt,guilt,,nnnnn,ygnnn,ngggg,ngggg,ggggg,
soare,mushy,humus,,,,ynnnn,ygyyn,ggggg,,,
soare,stink,slump,shush,,,gnnnn,gnnnn,gngnn,ggggg,,
soare,angle,table,,,,nnyng,ynngg,ggggg,,,
soare,shirt,swirl,smirk,,,gnngn,gnggn,gnggn,ggggg,,
soare,front,irony,prong,wrong,,nynyn,ngggn,ngggn,ngggg,ggggg,
soare,moist,noisy,,,,ygnnn,ngggn,ggggg,,,
soare,avert,alert,,,,nnygy,gnggg,ggggg,,,
soare,stink,suing,spiny,shiny,,gnnnn,gnggn,gnggn,gnggg,ggggg,
soare,plate,elate,,,,nngng,ngggg,ggggg,,,
soare,reset,resin,,,,ynnyy,gggnn,ggggg,,,
soare,clone,whole,,,,nynng,nygng,ggggg,,,
soare,lunch,hunch,,,,nnnnn,ngggg,ggggg,,,
soare,betel,pixel,,,,nnnny,nnngg,ggggg,,,
soare,moral,polar,,,,ngyyn,ngygy,ggggg,,,
soare,motel,hotel,,,,ngnny,ngggg,ggggg,,,
soare,short,scorn,sword,,,gyngn,gnggn,gnggn,ggggg,,
soare,pleat,bleat,cleat,,,nnyny,ngggg,ngggg,ggggg,,
soare,bloat,wagon,mango,,,nyynn,nnyyn,ngyyy,ggggg,,
soare,radar,rumba,,,,nnyyn,gynnn,ggggg,,,
soare,lunch,dumpy,putty,puffy,,nnnnn,ngnnn,ngnyg,ggnng,ggggg,
soare,lunch,filmy,filly,,,nnnnn,ynnnn,gggng,ggggg,,
soare,lunch,filmy,dilly,billy,,nnnnn,ynnnn,nggng,ngggg,ggggg,
soare,least,leash,,,,yngny,ggggn,ggggg,,,
soare,blood,cloth,clout,,,nynnn,nggnn,gggyn,ggggg,,
soare,angle,naive,dance,,,nnyng,yynng,ygnng,ggggg,,
soare,ovate,,,,,nygng,ggggg,,,,
soare,pleat,facet,,,,nnyny,nnyyg,ggggg,,,
soare,lunch,chill,child,chili,,nnnnn,ynnyy,ggggn,ggggn,ggggg,
soare,natal,taint,faint,paint,,nnynn,ygynn,ngggg,ngggg,ggggg,
soare,deter,filer,liver,liner,,nnnyy,nnngg,ngygg,ggngg,ggggg,
soare,front,rigor,curio,,,nynyn,nyynn,yynyn,ggggg,,
soare,sauna,sadly,salty,,,gnynn,ggnnn,ggnyg,ggggg,,
soare,bloat,wagon,audio,,,nyynn,nnyyn,nynyn,ggggg,,
soare,slate,spade,shake,snake,,gngng,gngng,gngng,gnggg,ggggg,
soare,angle,table,fable,,,nnyng,ynngg,ngggg,ggggg,,
soare,bloat,cloak,,,,nyynn,ngggn,ggggg,,,
soare,pleat,bagel,hazel,navel,,nnyny,nyyyn,ngngg,ngngg,ggggg,
soare,shirt,spurt,,,,gnngn,gnngg,ggggg,,,
soare,onset,pesto,,,,yynny,yngyy,ggggg,,,
soare,natal,daily,balmy,,,nnynn,ngnny,ngnyg,ggggg,,
soare,clash,flash,,,,yngnn,ngggg,ggggg,,,
soare,betel,widen,unwed,,,nnnny,nnngn,ynygy,ggggg,,
soare,later,early,,,,nnyyy,ygnyy,ggggg,,,
soare,churn,,,,,nnngn,ggggg,,,,
soare,betel,needy,weedy,,,nnnny,ngnyn,ngggg,ggggg,,
soare,stink,study,stump,,,gnnnn,ggnnn,gggnn,ggggg,,
soare,cease,tease,lease,,,yngng,ngggg,ngggg,ggggg,,
soare,lunch,digit,kitty,bitty,witty,nnnnn,nnnnn,ngnny,ngggg,ngggg,ggggg
soare,lunch,digit,jiffy,wimpy,,nnnnn,nnnnn,ngnnn,ngnng,ggggg,
soare,stoop,spoof,,,,gynnn,gnggy,ggggg,,,
soare,smear,safer,saner,,,gnyyy,gnyyg,ggngg,ggggg,,
soare,betel,blend,,,,nnnny,gynny,ggggg,,,
soare,sauna,salsa,,,,gnynn,ggnng,ggggg,,,
soare,lunch,chick,thick,,,nnnnn,nnngy,ngggg,ggggg,,
soare,radar,party,warty,,,nnyyn,ygnnn,ngggg,ggggg,,
soare,natal,candy,panic,manic,,nnynn,ygnnn,yggnn,ngggg,ggggg,
soare,glare,blare,,,,nnggg,ngggg,ggggg,,,
soare,stink,sissy,squib,,,gnnnn,gnynn,gynnn,ggggg,,
soare,stoop,spoof,spoon,,,gynnn,gnggy,ggggn,ggggg,,
soare,prove,prone,probe,,,nynyg,gggng,gggng,ggggg,,
soare,tripe,crepe,,,,nnnyg,ngngg,ggggg,,,
soare,clank,knack,,,,nngnn,yngyg,ggggg,,,
soare,forge,force,,,,ngnyg,gggng,ggggg,,,
soare,betel,debit,debut,,,nnnny,ygynn,gggng,ggggg,,
soare,tenor,order,,,,nynyy,nynyg,ggggg,,,
soare,lapse,waste,caste,haste,,ynyng,ngnyg,ngggg,ngggg,ggggg,
soare,betel,teeth,,,,nnnny,ngyyn,ggggg,,,
soare,pleat,agent,,,,nnyny,nngyg,ggggg,,,
soare,betel,widen,,,,nnnny,nnngn,ggggg,,,
soare,lunch,cliff,icily,,,nnnnn,ynnyn,yygnn,ggggg,,
soare,spine,smile,slide,slice,,gnnng,gngng,gngyg,gggng,ggggg,
soare,blood,ingot,,,,nynnn,nnngn,ggggg,,,
soare,clash,,,,,yngnn,ggggg,,,,
soare,front,rigor,juror,,,nynyn,nyynn,ynngg,ggggg,,
soare,blood,,,,,nynnn,ggggg,,,,
soare,anode,abode,,,,nyyng,gnggg,ggggg,,,
soare,front,tutor,throw,,,nynyn,nyyny,gnngy,ggggg,,
soare,lunch,unify,unity,,,nnnnn,nyynn,gggng,ggggg,,
soare,blood,ingot,pivot,,,nynnn,nnngn,ynngg,ggggg,,
soare,spelt,slept,,,,gnnny,gygyg,ggggg,,,
soare,front,troll,troop,,,nynyn,nggny,gggnn,ggggg,,
soare,scare,snare,stare,share,spare,gnggg,gnggg,gnggg,gnggg,gnggg,ggggg
soare,sneer,sever,sewer,,,gnnyy,gnygg,ggngg,ggggg,,
soare,arise,parse,,,,ynyyg,yyngg,ggggg,,,
