g1,g2,g3,g4,g5,g6,r1,r2,r3,r4,r5,r6
soare,tripe,nerve,rhyme,,,nnnyg,nynng,nnyng,ggggg,,
soare,lunch,dumpy,buggy,,,nnnnn,ngnnn,ngnng,ggggg,,
soare,pleat,alien,,,,nnyny,ngyyn,ggggg,,,
soare,smear,,,,,gnyyy,ggggg,,,,
soare,lunch,unify,unfit,,,nnnnn,nyynn,ggyyn,ggggg,,
soare,natal,patch,patty,,,nnynn,nggnn,gggnn,ggggg,,
soare,lunch,cling,,,,nnnnn,ynyyn,ggggg,,,
soare,pleat,glean,,,,nnyny,ngggn,ggggg,,,
soare,pleat,bagel,label,,,nnyny,nyyyn,ygngg,ggggg,,
soare,lunch,hunky,,,,nnnnn,nggny,ggggg,,,
soare,clank,khaki,,,,nngnn,nngny,ggggg,,,
soare,rower,hover,poker,,,ngnyy,ngngg,ngngg,ggggg,,
soare,deter,gruel,,,,nnnyy,nnngy,ggggg,,,
soare,guile,twine,twice,,,nnnng,nngng,gggng,ggggg,,
soare,clank,twang,,,,nngnn,nnggn,ggggg,,,
soare,shrub,shrug,,,,gnnyn,ggggn,ggggg,,,
soare,later,great,treat,,,nnyyy,nyyyy,ngggg,ggggg,,
soare,lunch,flunk,unlit,,,nnnnn,yyynn,nyyyn,ggggg,,
soare,lapse,waste,,,,ynyng,ngnyg,ggggg,,,
soare,deter,rebut,merit,,,nnnyy,ngyny,ygnng,ggggg,,
soare,motel,woven,,,,ngnny,ngngn,ggggg,,,
soare,bloat,octal,,,,nyynn,nyygy,ggggg,,,
soare,betel,needy,,,,nnnny,ngnyn,ggggg,,,
soare,blood,cloth,clock,clown,,nynnn,nggnn,gggnn,gggnn,ggggg,
soare,blood,idiot,widow,,,nynnn,nnngy,yyngn,ggggg,,
soare,front,irony,,,,nynyn,ngggn,ggggg,,,
soare,deter,ruder,,,,nnnyy,ynngg,ggggg,,,
soare,angle,gauze,,,,nnyng,ynyng,ggggg,,,
soare,betel,widen,chief,,,nnnny,nnngn,nyngn,ggggg,,
soare,onset,,,,,yynny,ggggg,,,,
soare,tripe,pride,prize,,,nnnyg,nggyg,gggng,ggggg,,
soare,lunch,funny,fungi,,,nnnnn,nggnn,gggnn,ggggg,,
soare,award,quart,charm,,,nnggn,nnggn,nnggn,ggggg,,
soare,lunch,built,gully,,,nnnnn,ygnnn,ngngn,ggggg,,
soare,deter,inter,,,,nnnyy,nnggg,ggggg,,,
soare,blood,whoop,,,,nynnn,nnggn,ggggg,,,
soare,natal,taint,taunt,,,nnynn,ygynn,ggngg,ggggg,,
soare,ferry,leery,,,,nnngy,ngngg,ggggg,,,
soare,clash,class,,,,yngnn,ggggn,ggggg,,,
soare,guile,pence,theme,,,nnnng,nnnng,nynng,ggggg,,
soare,donut,tooth,lofty,,,ngnnn,ngnny,ngngn,ggggg,,
soare,natal,audit,tibia,,,nnynn,nyynn,ynngy,ggggg,,
soare,vogue,booze,,,,ngnng,ngnng,ggggg,,,
soare,natal,alpha,,,,nnynn,nynyy,ggggg,,,
soare,guile,pence,thyme,,,nnnng,nnnng,nnnng,ggggg,,
soare,pleat,eclat,,,,nnyny,nyygg,ggggg,,,
soare,donut,doubt,,,,ngnnn,ggnyg,ggggg,,,
soare,later,parer,,,,nnyyy,ngngg,ggggg,,,
soare,guile,venue,chute,,,nnnng,nynng,nnnyg,ggggg,,
soare,stink,stick,,,,gnnnn,gggng,ggggg,,,
soare,tripe,trite,trice,,,nnnyg,gggng,gggng,ggggg,,
soare,angle,alike,,,,nnyng,gnnyg,ggggg,,,
soare,sound,sooth,,,,ggnnn,ggnnn,ggggg,,,
soare,later,bread,repay,recap,,nnyyy,nynyy,nyygn,ggygn,ggggg,
soare,sauna,saint,,,,gnynn,ggngn,ggggg,,,
soare,guile,liege,,,,nnnng,ynyyg,ggggg,,,
soare,chord,ivory,glory,,,nyngn,nnggn,nnggg,ggggg,,
soare,crate,grate,,,,nngyg,ngggg,ggggg,,,
soare,natal,audit,admit,,,nnynn,nyynn,gnygg,ggggg,,
soare,crust,brisk,,,,ynnyn,ngngn,ggggg,,,
soare,sound,sooth,soggy,,,ggnnn,ggnnn,ggnnn,ggggg,,
soare,usurp,,,,,ynngn,ggggg,,,,
soare,slant,scald,,,,gngnn,gygnn,ggggg,,,
soare,short,scorn,,,,gyngn,gnggn,ggggg,,,
soare,plate,leave,,,,nngng,nygng,ggggg,,,
soare,guile,twine,,,,nnnng,nngng,ggggg,,,
soare,stink,sting,,,,gnnnn,ggggn,ggggg,,,
soare,donut,vouch,bough,,,ngnnn,ngnyn,nggng,ggggg,,
soare,marsh,,,,,ynyyn,ggggg,,,,
soare,stoop,snout,sloth,,,gynnn,gygnn,gngny,ggggg,,
soare,natal,candy,dandy,,,nnynn,ygnnn,ngggg,ggggg,,
soare,front,rigor,vigor,,,nynyn,nyynn,ngggg,ggggg,,
soare,donut,woody,howdy,,,ngnnn,ygnnn,ygngg,ggggg,,
soare,demon,enjoy,,,,nynny,nyngy,ggggg,,,
soare,natal,daily,valid,,,nnynn,ngnny,ygyyn,ggggg,,
soare,donut,conic,ionic,,,ngnnn,nggnn,ngggg,ggggg,,
soare,pleat,decal,equal,,,nnyny,nyygn,nyngg,ggggg,,
soare,guest,upset,unset,,,ynnny,nyyyg,gnggg,ggggg,,
soare,front,floor,,,,nynyn,gygnn,ggggg,,,
soare,natal,patch,hatch,watch,catch,nnynn,nggnn,ngggg,ngggg,ngggg,ggggg
soare,slate,spade,,,,gngng,gngng,ggggg,,,
soare,spelt,steed,stein,,,gnnny,gngny,gggnn,ggggg,,
soare,guest,heist,exist,,,ynnny,nnygg,nyggg,ggggg,,
soare,churn,quirk,,,,nnngn,nnygn,ggggg,,,
soare,betel,feign,denim,,,nnnny,ngnnn,ngyny,ggggg,,
soare,prove,trove,grove,,,nynyg,ngggg,ngggg,ggggg,,
soare,spelt,spiel,,,,gnnny,ggyyn,ggggg,,,
soare,lunch,dumpy,mummy,,,nnnnn,ngnnn,nggng,ggggg,,
soare,natal,fault,,,,nnynn,ngyny,ggggg,,,
soare,donut,folio,foggy,,,ngnnn,ngnnn,ggnnn,ggggg,,
soare,blood,cloth,flout,,,nynnn,nggnn,nggyn,ggggg,,
soare,harry,marry,parry,carry,,nnygn,ngggg,ngggg,ngggg,ggggg,
soare,stead,sneak,,,,gnyny,gnggn,ggggg,,,
soare,betel,libel,,,,nnnny,ynngg,ggggg,,,
soare,natal,fault,waltz,,,nnynn,ngyny,ngnyy,ggggg,,
soare,natal,aptly,,,,nnynn,nygny,ggggg,,,
soare,betel,widen,piney,,,nnnny,nnngn,ngngy,ggggg,,
soare,betel,edict,inept,,,nnnny,nyynn,ynyng,ggggg,,
soare,bloat,aloud,,,,nyynn,nggyn,ggggg,,,
soare,blood,photo,,,,nynnn,nngyn,ggggg,,,
soare,later,bread,dream,,,nnyyy,nynyy,ngggy,ggggg,,
soare,slate,stale,,,,gngng,gygyg,ggggg,,,
soare,donut,vomit,,,,ngnnn,ngnng,ggggg,,,
soare,ombre,,,,,nyngg,ggggg,,,,
soare,natal,candy,fanny,,,nnynn,ygnnn,nggng,ggggg,,
soare,guile,unite,,,,nnnng,nygng,ggggg,,,
soare,stark,shard,scarf,snarl,,gnggn,gnggn,gnggn,gnggn,ggggg,
soare,later,parer,gamer,waver,baker,nnyyy,ngngg,ngngg,ngngg,ngngg,ggggg
soare,there,,,,,nnngg,ggggg,,,,
soare,lunch,glyph,,,,nnnnn,ynnng,ggggg,,,
soare,donut,folio,booby,pooch,,ngnnn,ngnnn,ngnny,nggnn,ggggg,
soare,lunch,might,hippy,,,nnnnn,nnnny,ngnyn,ggggg,,
soare,spelt,spell,,,,gnnny,ggggn,ggggg,,,
soare,donut,folio,folly,,,ngnnn,ngnnn,gggnn,ggggg,,
soare,poise,louse,,,,ygnng,ngngg,ggggg,,,
soare,lunch,gulch,,,,nnnnn,ygngg,ggggg,,,
soare,natal,fault,vault,,,nnynn,ngyny,ngggg,ggggg,,
soare,donut,woody,godly,,,ngnnn,ygnnn,ngnyg,ggggg,,
soare,deter,threw,,,,nnnyy,nnygy,ggggg,,,
soare,betel,fleet,,,,nnnny,nyygy,ggggg,,,
soare,crate,grade,grave,,,nngyg,nggng,gggng,ggggg,,
soare,plate,knave,inane,,,nngng,nngng,nggng,ggggg,,
soare,stoop,showy,shock,,,gynnn,gngnn,gggnn,ggggg,,
soare,crate,craze,crave,,,nngyg,gggng,gggng,ggggg,,
soare,spine,spike,spite,,,gnnng,gggng,gggng,ggggg,,
soare,angle,halve,valve,,,nnyng,ynnyg,ngggg,ggggg,,
soare,stink,skill,skimp,,,gnnnn,gngny,gggnn,ggggg,,
soare,clank,claim,,,,nngnn,gggnn,ggggg,,,
soare,radar,rainy,,,,nnyyn,ggnnn,ggggg,,,
soare,mushy,musty,,,,ynnnn,gggng,ggggg,,,
soare,guile,pique,,,,nnnng,nyyng,ggggg,,,
soare,natal,bawdy,daddy,,,nnynn,ngnnn,ngngg,ggggg,,
soare,clash,quasi,,,,yngnn,nnggn,ggggg,,,
soare,arise,,,,,ynyyg,ggggg,,,,
soare,natal,aging,,,,nnynn,yynnn,ggggg,,,
soare,pleat,valet,,,,nnyny,nyyyg,ggggg,,,
soare,blood,ought,opium,,,nynnn,nnynn,gynnn,ggggg,,
soare,avert,,,,,nnygy,ggggg,,,,
soare,stink,stuck,,,,gnnnn,ggnng,ggggg,,,
soare,deter,rebut,recut,,,nnnyy,ngyny,ggngg,ggggg,,
soare,lunch,gulch,mulch,,,nnnnn,ygngg,ngggg,ggggg,,
soare,there,genre,,,,nnngg,nnygg,ggggg,,,
soare,guile,flume,plume,,,nnnng,nynyg,ngggg,ggggg,,
soare,tripe,rifle,,,,nnnyg,nyyng,ggggg,,,
soare,donut,mount,count,,,ngnnn,ngyyg,ngggg,ggggg,,
soare,trick,incur,,,,nnnyn,nyyyn,ggggg,,,
soare,nomad,local,total,,,ngynn,ngngn,ngngg,ggggg,,
soare,reset,wrest,,,,ynnyy,yyyng,ggggg,,,
soare,nomad,mocha,,,,ngynn,ngyyn,ggggg,,,
soare,deter,,,,,nnnyy,ggggg,,,,
soare,stink,study,,,,gnnnn,ggnnn,ggggg,,,
soare,rower,hover,lover,,,ngnyy,ngngg,ngggg,ggggg,,
soare,smear,safer,,,,gnyyy,gnyyg,ggggg,,,
soare,deter,threw,rivet,,,nnnyy,nnygy,ynygn,ggggg,,
soare,lunch,funny,,,,nnnnn,nggnn,ggggg,,,
soare,stoke,smoke,,,,gynng,gnggg,ggggg,,,
soare,donut,pound,found,mound,,ngnnn,ygyyn,ngggg,ngggg,ggggg,
soare,guile,venue,undue,,,nnnng,nynng,nnygg,ggggg,,
soare,stead,sedan,,,,gnyny,gnygy,ggggg,,,
soare,natal,pagan,,,,nnynn,ygngn,ggggg,,,
soare,spine,swine,,,,gnnng,gnggg,ggggg,,,
soare,guile,,,,,nnnng,ggggg,,,,
soare,mushy,dusty,lusty,gusty,,ynnnn,nggng,ngggg,ngggg,ggggg,
soare,betel,eking,equip,,,nnnny,nynnn,gnynn,ggggg,,
soare,donut,youth,tough,,,ngnnn,ngnyy,nggyg,ggggg,,
soare,anode,canoe,,,,nyyng,yyyng,ggggg,,,
soare,chaos,,,,,yygnn,ggggg,,,,
soare,motel,covet,,,,ngnny,ngygn,ggggg,,,
soare,natal,human,,,,nnynn,ynngn,ggggg,,,
soare,deter,ruder,udder,,,nnnyy,ynngg,nyggg,ggggg,,
soare,lunch,,,,,nnnnn,ggggg,,,,
soare,clash,glass,blast,,,yngnn,ngggn,ngggn,ggggg,,
soare,scrap,stray,,,,gnyyn,gnggn,ggggg,,,
soare,natal,manga,,,,nnynn,ygnyn,ggggg,,,
soare,guile,delve,melee,,,nnnng,nnnyg,nggng,ggggg,,
soare,betel,lefty,,,,nnnny,ngyny,ggggg,,,
soare,lunch,quick,,,,nnnnn,ngngn,ggggg,,,
soare,lapse,paste,,,,ynyng,ngyyg,ggggg,,,
soare,betel,widen,given,,,nnnny,nnngn,ngngg,ggggg,,
soare,demon,epoch,octet,,,nynny,nynyn,ynyyn,ggggg,,
soare,reset,risen,,,,ynnyy,gnggn,ggggg,,,
soare,baron,groan,,,,nyyyn,nyyyg,ggggg,,,
soare,death,leaky,,,,nngny,nggnn,ggggg,,,
soare,trick,grind,,,,nnnyn,nggnn,ggggg,,,
soare,barge,farce,carve,,,nnyyg,nggng,nggyg,ggggg,,
soare,poise,louse,loose,,,ygnng,ngngg,ggngg,ggggg,,
soare,sauna,sadly,,,,gnynn,ggnnn,ggggg,,,
soare,stink,swift,spilt,,,gnnnn,gygnn,gngng,ggggg,,
soare,angle,ample,apple,,,nnyng,gnngg,gnggg,ggggg,,
soare,slant,slack,,,,gngnn,gggnn,ggggg,,,
soare,motel,woven,honey,,,ngnny,ngngn,ngngy,ggggg,,
soare,natal,final,,,,nnynn,ynngg,ggggg,,,
soare,spelt,seedy,sheen,,,gnnny,gngnn,gygnn,ggggg,,
soare,tripe,rifle,eerie,,,nnnyg,nyyng,yynng,ggggg,,
soare,lunch,windy,pinky,minty,,nnnnn,nngnn,nggng,nggng,ggggg,
soare,stink,slick,,,,gnnnn,gngng,ggggg,,,
soare,deter,derby,,,,nnnyy,ggnny,ggggg,,,
soare,award,wharf,,,,nnggn,nyggn,ggggg,,,
soare,spelt,,,,,gnnny,ggggg,,,,
soare,loath,coach,,,,nggnn,nggng,ggggg,,,
soare,deter,crept,erupt,,,nnnyy,nyyny,ngygg,ggggg,,
soare,spine,singe,,,,gnnng,gnyyg,ggggg,,,
soare,tripe,pride,prize,price,,nnnyg,nggyg,gggng,gggng,ggggg,
soare,slant,snaky,spawn,,,gngnn,gngyn,gygnn,ggggg,,
soare,harry,fairy,,,,nnygn,ngngg,ggggg,,,
soare,lunch,digit,jiffy,,,nnnnn,nnnnn,ngnnn,ggggg,,
soare,lunch,filmy,,,,nnnnn,ynnnn,ggggg,,,
soare,slant,staff,stack,,,gngnn,gngny,gggnn,ggggg,,
soare,those,chose,,,,yynng,ngggg,ggggg,,,
soare,spelt,sleep,,,,gnnny,gygyn,ggggg,,,
soare,baron,ardor,,,,nyyyn,nyygn,ggggg,,,
soare,natal,nanny,,,,nnynn,ggnnn,ggggg,,,
soare,guile,wince,niece,,,nnnng,nnyng,ngygg,ggggg,,
soare,donut,folio,booby,woozy,,ngnnn,ngnnn,ngnny,nggng,ggggg,
soare,natal,candy,dandy,handy,,nnynn,ygnnn,ngggg,ngggg,ggggg,
soare,crate,grace,,,,nngyg,yggng,ggggg,,,
soare,blood,ditto,,,,nynnn,nnyny,ggggg,,,
soare,slant,stand,stank,,,gngnn,gnggy,ggggn,ggggg,,
soare,later,bread,creak,cream,,nnyyy,nynyy,ngggn,ggggn,ggggg,
soare,nasty,usual,,,,ynynn,nyynn,ggggg,,,
soare,clone,biome,diode,,,nynng,nngng,nggng,ggggg,,
soare,baron,valor,,,,nyyyn,ngygn,ggggg,,,
soare,angle,,,,,nnyng,ggggg,,,,
soare,natal,ninja,,,,nnynn,gynnn,ggggg,,,
soare,lunch,dumpy,muddy,,,nnnnn,ngnnn,ygyng,ggggg,,
soare,cease,chase,,,,yngng,gnggg,ggggg,,,
soare,deter,perch,reply,,,nnnyy,ngnny,ygynn,ggggg,,
soare,prove,prone,,,,nynyg,gggng,ggggg,,,
soare,stoop,spoil,,,,gynnn,gngny,ggggg,,,
soare,teary,heart,,,,nnggy,ygggn,ggggg,,,
soare,slate,spade,shade,,,gngng,gngng,gnggg,ggggg,,
soare,deter,diner,,,,nnnyy,gnngg,ggggg,,,
soare,arson,,,,,yyyyn,ggggg,,,,
soare,blood,onion,,,,nynnn,nnygn,ggggg,,,
soare,spelt,sleet,,,,gnnny,gngyg,ggggg,,,
soare,motel,hovel,dowel,,,ngnny,ngngg,ngngg,ggggg,,
soare,donut,vouch,couch,,,ngnnn,ngnyn,ngggg,ggggg,,
soare,nasty,palsy,,,,ynynn,ngyng,ggggg,,,
soare,motel,hovel,dowel,bowel,,ngnny,ngngg,ngngg,ngggg,ggggg,
soare,spine,smile,,,,gnnng,gngng,ggggg,,,
soare,clone,biome,evoke,,,nynng,nngng,nngng,ggggg,,
soare,deter,creep,creek,,,nnnyy,nyngy,ggggn,ggggg,,
soare,angle,lance,,,,nnyng,yynyg,ggggg,,,
soare,angle,eagle,,,,nnyng,ynggg,ggggg,,,
soare,blood,idiot,,,,nynnn,nnngy,ggggg,,,
soare,sneer,siren,,,,gnnyy,gyngy,ggggg,,,
soare,lunch,built,,,,nnnnn,ygnnn,ggggg,,,
soare,betel,embed,,,,nnnny,yyngn,ggggg,,,
soare,award,,,,,nnggn,ggggg,,,,
soare,dross,,,,,yynyn,ggggg,,,,
soare,natal,annul,,,,nnynn,yynng,ggggg,,,
soare,donut,woody,goody,,,ngnnn,ygnnn,ngggg,ggggg,,
soare,front,frown,,,,nynyn,gggyn,ggggg,,,
soare,bloat,patio,,,,nyynn,nnyyy,ggggg,,,
soare,pleat,bagel,laden,,,nnyny,nyyyn,ngngy,ggggg,,
soare,lunch,humid,,,,nnnnn,ngnny,ggggg,,,
soare,guile,elite,,,,nnnng,nngyg,ggggg,,,
soare,lunch,lymph,,,,nnnnn,gnnng,ggggg,,,
soare,betel,eking,edify,,,nnnny,nynnn,gngnn,ggggg,,
soare,lunch,might,,,,nnnnn,nnnny,ggggg,,,
soare,reset,,,,,ynnyy,ggggg,,,,
soare,mushy,visit,,,,ynnnn,nngnn,ggggg,,,
soare,gusto,,,,,yynnn,ggggg,,,,
soare,purse,,,,,ynnyg,ggggg,,,,
soare,baron,valor,vapor,,,nyyyn,ngygn,ggngg,ggggg,,
soare,front,droop,growl,crock,,nynyn,nggnn,nggnn,nggnn,ggggg,
soare,tripe,write,,,,nnnyg,yggng,ggggg,,,
soare,stink,slung,sunny,,,gnnnn,gnngn,gnygn,ggggg,,
soare,loath,,,,,nggnn,ggggg,,,,
soare,clank,champ,chaff,,,nngnn,gngnn,gggnn,ggggg,,
soare,spine,smile,slide,,,gnnng,gngng,gngyg,ggggg,,
soare,deter,queer,,,,nnnyy,nyngg,ggggg,,,
soare,demon,venom,,,,nynny,ngygy,ggggg,,,
soare,slant,staff,stack,stamp,,gngnn,gngny,gggnn,gggnn,ggggg,
soare,sorry,,,,,ggngn,ggggg,,,,
soare,stink,still,,,,gnnnn,gggnn,ggggg,,,
soare,acorn,,,,,nyygn,ggggg,,,,
soare,natal,aging,aping,,,nnynn,yynnn,gnggg,ggggg,,
soare,mushy,pushy,,,,ynnnn,ngggg,ggggg,,,
soare,later,tamer,,,,nnyyy,ngygg,ggggg,,,
soare,later,cater,hater,,,nnyyy,ngggg,ngggg,ggggg,,
soare,natal,manga,mania,,,nnynn,ygnyn,gggng,ggggg,,
soare,anode,awoke,,,,nyyng,gngng,ggggg,,,
soare,drawn,brawn,,,,nngyn,ngggg,ggggg,,,
soare,stink,swift,,,,gnnnn,gygnn,ggggg,,,
soare,guile,exile,,,,nnnng,nnggg,ggggg,,,
soare,trick,birch,,,,nnnyn,nyygn,ggggg,,,
soare,lunch,lucky,,,,nnnnn,ggnyn,ggggg,,,
soare,deter,queer,freer,,,nnnyy,nyngg,nnggg,ggggg,,
soare,crust,risky,,,,ynnyn,nynyn,ggggg,,,
soare,gusto,ghost,,,,yynnn,gnyyy,ggggg,,,
soare,deter,filer,plier,,,nnnyy,nnngg,nyygg,ggggg,,
soare,radar,cigar,lunar,,,nnyyn,nnngg,nnngg,ggggg,,
soare,lunch,cinch,winch,,,nnnnn,nnggg,ngggg,ggggg,,
soare,scare,snare,,,,gnggg,gnggg,ggggg,,,
soare,purse,nurse,,,,ynnyg,ngggg,ggggg,,,
soare,poise,louse,house,,,ygnng,ngngg,ngggg,ggggg,,
soare,moral,foray,borax,,,ngyyn,ngggn,ngggn,ggggg,,
soare,deter,filer,river,nicer,,nnnyy,nnngg,ngngg,ngngg,ggggg,
soare,trick,lurch,,,,nnnyn,nyngn,ggggg,,,
soare,death,exalt,,,,nngny,nygyn,ggggg,,,
soare,bloat,about,,,,nyynn,yngyg,ggggg,,,
soare,sauna,sadly,savvy,,,gnynn,ggnnn,ggnng,ggggg,,
soare,donut,toxin,,,,ngnnn,ngyny,ggggg,,,
soare,lunch,tunic,,,,nnnnn,nggyn,ggggg,,,
soare,deter,pried,,,,nnnyy,ynngy,ggggg,,,
soare,natal,inlay,,,,nnynn,ynngy,ggggg,,,
soare,lunch,chump,,,,nnnnn,nynyy,ggggg,,,
soare,natal,lanky,,,,nnynn,ygnny,ggggg,,,
soare,reset,cress,,,,ynnyy,yyynn,ggggg,,,
soare,later,cater,hater,eater,,nnyyy,ngggg,ngggg,ngggg,ggggg,
soare,guile,flume,elude,,,nnnng,nynyg,nggng,ggggg,,
soare,guile,cycle,,,,nnnng,nnngg,ggggg,,,
soare,lunch,digit,kitty,,,nnnnn,nnnnn,ngnny,ggggg,,
soare,vogue,boule,,,,ngnng,ngnyg,ggggg,,,
soare,north,corny,moron,,,ngnyn,yggnn,nggyn,ggggg,,
soare,betel,tenet,,,,nnnny,ngygn,ggggg,,,
soare,plate,place,,,,nngng,gggng,ggggg,,,
soare,donut,folio,lowly,lobby,,ngnnn,ngnnn,ngynn,ggnng,ggggg,
soare,mushy,blush,plush,,,ynnnn,nyyyn,ngggg,ggggg,,
soare,lunch,filmy,vigil,,,nnnnn,ynnnn,ngynn,ggggg,,
soare,betel,widen,index,,,nnnny,nnngn,nyggy,ggggg,,
soare,lunch,fling,blink,,,nnnnn,ynynn,ngggn,ggggg,,
soare,lunch,clung,,,,nnnnn,yyyyn,ggggg,,,
soare,clank,qualm,,,,nngnn,nygnn,ggggg,,,
soare,front,droop,group,croup,,nynyn,nggnn,nggng,ngggg,ggggg,
soare,lunch,cling,clink,,,nnnnn,ynyyn,ggggn,ggggg,,
soare,lunch,quick,juicy,,,nnnnn,ngngn,ngggn,ggggg,,
soare,slate,stage,,,,gngng,gngyg,ggggg,,,
soare,pleat,began,decay,,,nnyny,nnygn,ngngn,ggggg,,
soare,tripe,nerve,,,,nnnyg,nynng,ggggg,,,
soare,deter,filer,flier,,,nnnyy,nnngg,gyygg,ggggg,,
soare,slant,shaft,,,,gngnn,gngng,ggggg,,,
soare,front,droop,broom,crook,,nynyn,nggnn,ngggn,ngggn,ggggg,
soare,pleat,glean,clean,,,nnyny,ngggn,ngggg,ggggg,,
soare,natal,aging,china,,,nnynn,yynnn,ynggn,ggggg,,
soare,tripe,rifle,ridge,,,nnnyg,nyyng,ggnng,ggggg,,
soare,motel,hovel,vowel,,,ngnny,ngngg,ngygg,ggggg,,
soare,clone,gnome,,,,nynng,nngyg,ggggg,,,
soare,stink,snuck,,,,gnnnn,gnnyg,ggggg,,,
soare,lunch,icing,,,,nnnnn,nnyyn,ggggg,,,
soare,stink,suing,spiny,,,gnnnn,gnggn,gnggn,ggggg,,
soare,front,rigor,,,,nynyn,nyynn,ggggg,,,
soare,slant,snail,,,,gngnn,gygyn,ggggg,,,
soare,blood,cloth,flown,,,nynnn,nggnn,nggnn,ggggg,,
soare,radar,rabid,,,,nnyyn,ggynn,ggggg,,,
soare,prose,,,,,yynyg,ggggg,,,,
soare,clank,thank,,,,nngnn,nnggg,ggggg,,,
soare,donut,folio,bobby,poppy,,ngnnn,ngnnn,ngnnn,ngnng,ggggg,
soare,guile,budge,,,,nnnng,ygnng,ggggg,,,
soare,deter,filer,fixer,finer,fiber,nnnyy,nnngg,ggngg,ggngg,ggngg,ggggg
soare,donut,woody,moldy,,,ngnnn,ygnnn,ngngg,ggggg,,
soare,donut,dowdy,,,,ngnnn,ggnnn,ggggg,,,
soare,betel,kneel,,,,nnnny,nyngg,ggggg,,,
soare,drawn,craft,track,,,nngyn,nggnn,yggny,ggggg,,
soare,natal,bawdy,daddy,caddy,,nnynn,ngnnn,ngngg,ngggg,ggggg,
soare,betel,quell,,,,nnnny,nynng,ggggg,,,
soare,lunch,dumpy,,,,nnnnn,ngnnn,ggggg,,,
soare,later,paler,,,,nnyyy,ygngg,ggggg,,,
soare,store,swore,,,,gyngg,gnggg,ggggg,,,
soare,later,rebar,,,,nnyyy,nynyg,ggggg,,,
soare,sauna,scuba,,,,gnynn,gngng,ggggg,,,
soare,sauna,splat,,,,gnynn,gynnn,ggggg,,,
soare,deter,filer,flyer,,,nnnyy,nnngg,gnygg,ggggg,,
soare,north,horny,,,,ngnyn,yggny,ggggg,,,
soare,mason,,,,,yyynn,ggggg,,,,
soare,donut,doing,,,,ngnnn,ggynn,ggggg,,,
soare,clone,ozone,,,,nynng,nnggg,ggggg,,,
soare,natal,album,amply,,,nnynn,nynny,gynny,ggggg,,
soare,moral,molar,,,,ngyyn,ggygy,ggggg,,,
soare,ovary,,,,,nyggn,ggggg,,,,
soare,guest,islet,beset,,,ynnny,nnyyg,nyngg,ggggg,,
soare,guile,queue,,,,nnnng,ngnng,ggggg,,,
soare,lunch,cliff,,,,nnnnn,ynnyn,ggggg,,,
soare,natal,bawdy,maxim,magic,,nnynn,ngnnn,ngnnn,ggngn,ggggg,
soare,tripe,truce,,,,nnnyg,ggnng,ggggg,,,
soare,short,sport,,,,gyngn,gnggg,ggggg,,,
soare,trick,print,fritz,,,nnnyn,yggnn,nggny,ggggg,,
soare,betel,edict,,,,nnnny,nyynn,ggggg,,,
soare,churn,twirl,,,,nnngn,nnngn,ggggg,,,
soare,purse,verse,,,,ynnyg,nnggg,ggggg,,,
soare,clank,plaid,llama,,,nngnn,nggnn,nggnn,ggggg,,
soare,pleat,eaten,,,,nnyny,nnyyy,ggggg,,,
soare,barge,range,,,,nnyyg,ngygg,ggggg,,,
soare,mushy,whisk,,,,ynnnn,nnyyn,ggggg,,,
soare,motel,hovel,,,,ngnny,ngngg,ggggg,,,
soare,later,bread,rehab,,,nnyyy,nynyy,yyygn,ggggg,,
soare,natal,madam,macaw,,,nnynn,ngngn,ggngn,ggggg,,
soare,sauna,sigma,,,,gnynn,gnnng,ggggg,,,
soare,stoop,spout,,,,gynnn,gygny,ggggg,,,
soare,tripe,nerve,verve,,,nnnyg,nynng,ngggg,ggggg,,
soare,stink,sissy,sushi,,,gnnnn,gnynn,gygnn,ggggg,,
soare,lunch,dying,,,,nnnnn,nnynn,ggggg,,,
soare,betel,fetid,,,,nnnny,nggnn,ggggg,,,
soare,drawn,train,brain,,,nngyn,nggng,ngggg,ggggg,,
soare,lunch,dumpy,buddy,,,nnnnn,ngnnn,ygnng,ggggg,,
soare,lunch,thumb,thump,,,nnnnn,nynny,ggggn,ggggg,,
soare,stoop,scion,,,,gynnn,gnngn,ggggg,,,
soare,natal,candy,,,,nnynn,ygnnn,ggggg,,,
soare,chord,,,,,nyngn,ggggg,,,,
soare,nasty,basin,,,,ynynn,yggnn,ggggg,,,
soare,radar,party,march,,,nnyyn,ygnnn,nggnn,ggggg,,
soare,front,droop,crowd,,,nynyn,nggnn,yggnn,ggggg,,
soare,baron,arbor,,,,nyyyn,yyygn,ggggg,,,
soare,natal,daily,gayly,,,nnynn,ngnny,ngngg,ggggg,,
soare,mushy,musty,musky,,,ynnnn,gggng,gggng,ggggg,,
soare,slant,stain,,,,gngnn,gngyy,ggggg,,,
soare,natal,daily,dally,,,nnynn,ngnny,ggngg,ggggg,,
soare,guest,flesh,bless,,,ynnny,nnggn,ngggn,ggggg,,
soare,bravo,,,,,nygyn,ggggg,,,,
soare,stink,stung,,,,gnnnn,ggngn,ggggg,,,
soare,guile,title,,,,nnnng,nnygg,ggggg,,,
soare,deter,filer,ruler,,,nnnyy,nnngg,nnggg,ggggg,,
soare,gusto,floss,kiosk,,,yynnn,nnyny,nnggn,ggggg,,
soare,blood,blond,,,,nynnn,gggng,ggggg,,,
