g1,g2,g3,g4,g5,g6,r1,r2,r3,r4,r5,r6
soare,clint,candy,,,,nnynn,gnnyn,ggggg,,,
soare,acidy,chord,,,,nyngn,nynyn,ggggg,,,
soare,nasty,basin,,,,ynynn,yggnn,ggggg,,,
soare,radar,party,march,,,nnyyn,ygnnn,nggnn,ggggg,,
soare,cutin,crock,crowd,,,nynyn,gnnnn,gggnn,ggggg,,
soare,baron,arbor,,,,nyyyn,yyygn,ggggg,,,
soare,clint,dampy,gayly,,,nnynn,nynnn,ngnng,ggggg,,
soare,mushy,musty,musky,,,ynnnn,gggng,gggng,ggggg,,
soare,thilk,stain,,,,gngnn,ynynn,ggggg,,,
soare,clint,dampy,dally,,,nnynn,nynnn,ggnng,ggggg,,
soare,uneth,bless,,,,ynnny,nngnn,ggggg,,,
soare,bravo,,,,,nygyn,ggggg,,,,
soare,thilk,grypt,stung,,,gnnnn,ynnnn,ynnny,ggggg,,
soare,culti,title,,,,nnnng,nnyyy,ggggg,,,
soare,deter,pilch,ruler,,,nnnyy,nnngg,nngnn,ggggg,,
soare,agloo,kiosk,,,,yynnn,nnnyn,ggggg,,,
soare,clint,blond,,,,nynnn,ngngn,ggggg,,,
soare,denet,ennui,,,,nnnny,nygnn,ggggg,,,
soare,talar,layer,,,,nnyyy,ngyng,ggggg,,,
soare,clint,fluid,,,,nnnnn,ngynn,ggggg,,,
soare,clint,baffy,patty,tatty,,nnynn,nnnny,ngnng,ngggg,ggggg,
soare,chapt,score,,,,gyngg,ynnnn,ggggg,,,
soare,culti,cutie,,,,nnnng,ggnyy,ggggg,,,
soare,altho,zebra,,,,nnygy,ynnnn,ggggg,,,
soare,barca,barge,,,,nnyyg,gggnn,ggggg,,,
soare,pleat,eaten,matey,,,nnyny,nnyyy,ngggn,ggggg,,
soare,deter,pilch,flyer,bluer,,nnnyy,nnngg,nnynn,ngngg,ggggg,
soare,talar,abaci,aider,,,nnyyy,nynng,gnnny,ggggg,,
soare,cloot,knosp,shook,,,gynnn,nnggn,yngyn,ggggg,,
soare,deter,pilch,ganef,river,,nnnyy,nnngg,ngnnn,nnngn,ggggg,
soare,trick,gybed,privy,,,nnnyn,nggnn,nynnn,ggggg,,
soare,denet,betel,,,,nnnny,ngngy,ggggg,,,
soare,crust,brisk,frisk,,,ynnyn,ngngn,ngggg,ggggg,,
soare,culty,doing,bongo,,,ngnnn,nnnnn,ngnyy,ggggg,,
soare,denet,feign,begun,,,nnnny,ngynn,ngnyg,ggggg,,
soare,azure,,,,,nnygg,ggggg,,,,
soare,glitz,weave,,,,nngng,nnnnn,ggggg,,,
soare,culti,hinge,genie,,,nnnng,nnnny,nygyg,ggggg,,
soare,atony,sound,,,,ggnnn,nnygn,ggggg,,,
soare,pling,glove,,,,nynng,ngnny,ggggg,,,
soare,clint,braid,,,,nngyn,nnynn,ggggg,,,
soare,nempt,scope,,,,gynng,nyngn,ggggg,,,
soare,trick,wrung,wryly,,,nnnyn,ngnnn,ggnnn,ggggg,,
soare,rewth,rover,,,,ngnyy,gynnn,ggggg,,,
soare,nasty,assay,,,,ynynn,nygng,ggggg,,,
soare,ocean,,,,,nyyny,ggggg,,,,
soare,clint,bloom,,,,nynnn,ngnnn,ggggg,,,
soare,diact,irate,,,,nngyg,nygny,ggggg,,,
soare,talar,later,,,,nnyyy,ygyng,ggggg,,,
soare,meynt,woven,woken,,,ngnny,nynyn,ggngg,ggggg,,
soare,thilk,silky,,,,gnnnn,nnyyy,ggggg,,,
soare,deter,wreck,,,,nnnyy,nynny,ggggg,,,
soare,denet,dwelt,,,,nnnny,gynng,ggggg,,,
soare,thilk,slate,,,,gngng,ynnyn,ggggg,,,
soare,thilk,smack,,,,gngnn,nnnng,ggggg,,,
soare,atony,solid,,,,ggnnn,nnynn,ggggg,,,
soare,glitz,amaze,,,,nngng,nnnny,ggggg,,,
soare,pleat,bandh,hazel,,,nnyny,nyyyn,ngnny,ggggg,,
soare,crust,tryst,wrist,,,ynnyn,ngngg,ngngg,ggggg,,
soare,culty,defog,jolly,,,ngnnn,nngng,nnnyn,ggggg,,
soare,pling,glove,globe,,,nynng,ngnny,gggng,ggggg,,
soare,clint,flint,,,,nnnnn,ngggg,ggggg,,,
soare,worse,rouse,,,,ygnyg,ngygg,ggggg,,,
soare,clint,civil,,,,nnnnn,gyynn,ggggg,,,
soare,nasty,vista,,,,ynynn,nyggn,ggggg,,,
soare,talar,relax,,,,nnyyy,nnggy,ggggg,,,
soare,rewth,clonk,cover,,,ngnyy,yynnn,gnynn,ggggg,,
soare,gault,alike,alive,,,nnyng,nynyn,gggng,ggggg,,
soare,denet,beech,,,,nnnny,ngnyn,ggggg,,,
soare,denet,aleph,jetty,,,nnnny,ngnny,nnynn,ggggg,,
soare,mushy,bliss,,,,ynnnn,nnynn,ggggg,,,
soare,liman,focal,vocal,,,ngynn,ynngn,ngggg,ggggg,,
soare,demon,often,,,,nynny,nynyg,ggggg,,,
soare,culty,defog,dolly,,,ngnnn,nngng,gnnyn,ggggg,,
soare,denet,eight,,,,nnnny,nynng,ggggg,,,
soare,rewth,clonk,poker,joker,,ngnyy,yynnn,nnyny,ngggg,ggggg,
soare,pling,since,,,,gnnng,nnyyn,ggggg,,,
soare,denet,event,,,,nnnny,nyyyg,ggggg,,,
soare,cunit,ensue,,,,ynnng,nyynn,ggggg,,,
soare,thilk,shunt,,,,gnnnn,ygnnn,ggggg,,,
soare,deter,diner,diver,,,nnnyy,gnngg,ggngg,ggggg,,
soare,loser,poser,,,,ygnyy,ngggg,ggggg,,,
soare,worst,,,,,ygnyn,ggggg,,,,
soare,spelt,sweep,,,,gnnny,gygnn,ggggg,,,
soare,pleat,alien,alley,,,nnyny,ngyyn,ggngn,ggggg,,
soare,deter,befog,creed,,,nnnyy,yyngy,nynnn,ggggg,,
soare,gault,anime,,,,nnyng,nynnn,ggggg,,,
soare,letch,leaky,leafy,,,nngny,ggnnn,gggng,ggggg,,
soare,fubsy,bosom,,,,ygnnn,nnyyn,ggggg,,,
soare,culti,dunce,,,,nnnng,ygnnn,ggggg,,,
soare,chapt,stare,,,,gnggg,nngny,ggggg,,,
soare,clint,dumpy,pudgy,,,nnnnn,nnnnn,ygnyg,ggggg,,
soare,gault,amnic,waive,,,nnyng,ngnnn,ynnyn,ggggg,,
soare,cutin,choir,,,,nynyn,gnngn,ggggg,,,
soare,cloot,stood,,,,gynnn,nnggy,ggggg,,,
soare,nempt,spoke,,,,gynng,nynyn,ggggg,,,
soare,clint,outdo,outgo,,,nynnn,nnnny,gggng,ggggg,,
soare,pleat,decal,delay,,,nnyny,nyygn,ggngy,ggggg,,
soare,culti,bilge,,,,nnnng,nngny,ggggg,,,
soare,pleat,ideal,,,,nnyny,nyggn,ggggg,,,
soare,chals,clasp,,,,yngnn,gngyy,ggggg,,,
soare,pling,smite,seize,,,gnnng,nngnn,gngng,ggggg,,
soare,culty,hotly,,,,ngnnn,nnyyg,ggggg,,,
soare,clint,dampy,laugh,,,nnynn,nynnn,ngnnn,ggggg,,
soare,pling,sieve,,,,gnnng,nnynn,ggggg,,,
soare,clint,flock,block,,,nynnn,ygnnn,ngggg,ggggg,,
soare,letch,meant,,,,nngny,ngynn,ggggg,,,
soare,diact,grave,grape,,,nngyg,nngnn,gggng,ggggg,,
soare,pilum,goose,noose,,,ygnng,nnnnn,ngggg,ggggg,,
soare,radar,hardy,,,,nnyyn,ygynn,ggggg,,,
soare,spelt,seven,shied,,,gnnny,gnynn,gnngn,ggggg,,
soare,clint,drawl,,,,nngyn,nynnn,ggggg,,,
soare,nasty,palsy,daisy,,,ynynn,ngyng,ngngg,ggggg,,
soare,clint,thumb,putty,,,nnnnn,nnnny,ynynn,ggggg,,
soare,mutch,strut,,,,gnnyn,nyynn,ggggg,,,
soare,trick,burnt,,,,nnnyn,yynnn,ggggg,,,
soare,clint,tulip,,,,nnnnn,nyyny,ggggg,,,
soare,trick,abamp,crick,,,nnnyn,ngggg,nnnnn,ggggg,,
soare,clint,dimly,idyll,,,nnnnn,nyynn,yyngy,ggggg,,
soare,denet,agila,vixen,,,nnnny,nnygn,nnynn,ggggg,,
soare,cutin,furor,,,,nynyn,ngnnn,ggggg,,,
soare,denet,beech,geeky,,,nnnny,ngnyn,nggnn,ggggg,,
soare,culty,couch,cough,,,ngnnn,gynnn,gggng,ggggg,,
soare,gault,amnic,naive,,,nnyng,ngnnn,ynyyn,ggggg,,
soare,salon,shoal,,,,gyynn,gyyyn,ggggg,,,
soare,nicht,abysm,stork,,,gyngn,nnnny,nnnyn,ggggg,,
soare,gault,bathe,,,,nnyng,ngnny,ggggg,,,
soare,clint,tangy,aunty,,,nnynn,nnnyy,yygng,ggggg,,
soare,denet,whelp,check,,,nnnny,nynnn,nggnn,ggggg,,
soare,pudic,prize,prime,,,nnnyg,gnnyn,gggng,ggggg,,
soare,bachs,brass,,,,yngyn,gynng,ggggg,,,
soare,trued,outer,,,,nynyy,yyygn,ggggg,,,
soare,fitch,furry,,,,nnngn,gnnnn,ggggg,,,
soare,baron,vampy,razor,,,nyyyn,ngygn,ngnnn,ggggg,,
soare,denet,elect,,,,nnnny,nynyg,ggggg,,,
soare,denet,eight,evict,,,nnnny,nynng,gynng,ggggg,,
soare,clint,dimly,imply,,,nnnnn,nyynn,nyygg,ggggg,,
soare,deter,demur,,,,nnnyy,ggnng,ggggg,,,
soare,bloat,quota,,,,nyynn,nngyy,ggggg,,,
soare,pleat,ahing,haven,,,nnyny,nnyyn,yynyn,ggggg,,
soare,clint,cavil,,,,nnynn,gyynn,ggggg,,,
soare,wheep,swear,,,,gnyyy,yngnn,ggggg,,,
soare,trick,crump,,,,nnnyn,ngnyn,ggggg,,,
soare,culty,bumph,dough,,,ngnnn,nynnn,nynng,ggggg,,
soare,pleat,bandh,gavel,,,nnyny,nyyyn,ngnnn,ggggg,,
soare,bloat,wagon,,,,nyynn,nnyyn,ggggg,,,
soare,salon,,,,,gyynn,ggggg,,,,
soare,culti,bangs,nudge,,,nnnng,ngnnn,nnygn,ggggg,,
soare,talar,harem,,,,nnyyy,ngnny,ggggg,,,
soare,clint,hyped,pitch,,,nnnnn,ynyny,ynynn,ggggg,,
soare,nicht,sworn,,,,gyngn,ynnnn,ggggg,,,
soare,clint,dimly,pupil,,,nnnnn,nyynn,nynyn,ggggg,,
soare,denet,cheek,excel,,,nnnny,nyngn,ynygn,ggggg,,
soare,cloot,stomp,stony,,,gynnn,nngny,gggnn,ggggg,,
soare,clint,cabin,,,,nnynn,gnyyn,ggggg,,,
soare,clint,dampy,unzip,,,nnnnn,nnyyn,nnnyn,ggggg,,
soare,denet,kneel,queen,,,nnnny,nyygn,nyggn,ggggg,,
soare,cutin,trout,,,,nynyn,nyynn,ggggg,,,
soare,culty,polyp,,,,ngnnn,nngny,ggggg,,,
soare,talar,earth,,,,nnyyy,ygnny,ggggg,,,
soare,nicht,abysm,storm,,,gyngn,nnnny,nnnyg,ggggg,,
soare,clint,until,,,,nnnnn,nyyyy,ggggg,,,
soare,talar,abamp,taper,,,nnyyy,ggnng,ynnny,ggggg,,
soare,deter,enter,,,,nnnyy,nyggg,ggggg,,,
soare,clint,aduki,child,,,nnnnn,gygnn,nynny,ggggg,,
soare,bloat,adopt,,,,nyynn,nngyg,ggggg,,,
soare,cutin,rhino,minor,,,nynyn,nnnyy,ynyyy,ggggg,,
soare,clint,baffy,fatty,,,nnynn,nnnny,ngyng,ggggg,,
soare,mushy,husky,,,,ynnnn,nggyg,ggggg,,,
soare,diact,grave,brave,,,nngyg,nngnn,ngggg,ggggg,,
soare,denet,quiet,filet,,,nnnny,nnngg,nnygg,ggggg,,
soare,pling,ached,slime,,,gnnng,nggnn,nnnyn,ggggg,,
soare,clint,flint,glint,,,nnnnn,ngggg,ngggg,ggggg,,
soare,talar,treat,tread,,,nnyyy,gnngy,ggggn,ggggg,,
soare,dempt,steal,,,,gnyny,nynny,ggggg,,,
soare,talar,regal,,,,nnyyy,nnygy,ggggg,,,
soare,uneth,guest,,,,ynnny,yngyn,ggggg,,,
soare,feted,every,,,,nnngy,nynyn,ggggg,,,
soare,trick,murky,,,,nnnyn,nynny,ggggg,,,
soare,chapt,share,,,,gnggg,nggnn,ggggg,,,
soare,chapt,spore,,,,gyngg,nnnyn,ggggg,,,
soare,fubsy,abmho,hoist,,,ygnnn,nnngn,nnnyy,ggggg,,
soare,clint,jumbo,buxom,,,nynnn,nnnnn,ngyyy,ggggg,,
soare,deter,pilch,inner,,,nnnyy,nnngg,nynnn,ggggg,,
soare,trued,other,otter,,,nynyy,yyngn,ggngg,ggggg,,
soare,clint,dimly,,,,nnnnn,nyynn,ggggg,,,
soare,denet,bevel,level,,,nnnny,ngngn,ngggg,ggggg,,
soare,dault,sumac,,,,gnynn,nyynn,ggggg,,,
soare,culty,mount,donut,,,ngnnn,nynyn,ngyyg,ggggg,,
soare,thilk,spilt,stilt,,,gnnnn,ynggn,gnggg,ggggg,,
soare,talar,arena,,,,nnyyy,nynyy,ggggg,,,
soare,spelt,sweet,sheet,,,gnnny,gngng,gnggg,ggggg,,
soare,mutch,scrub,,,,gnnyn,nynyn,ggggg,,,
soare,clint,fancy,,,,nnynn,ynnyn,ggggg,,,
soare,thilk,slimy,,,,gnnnn,nngyn,ggggg,,,
soare,lathy,pearl,,,,nnggy,yynnn,ggggg,,,
soare,thilk,silly,,,,gnnnn,nnygn,ggggg,,,
soare,cyton,porch,,,,ngnyn,ynnyn,ggggg,,,
soare,clint,dingo,,,,nynnn,nnyyn,ggggg,,,
soare,dempt,sepia,,,,gnyny,ngnyn,ggggg,,,
soare,gault,ample,amble,,,nnyng,nyngn,ggngg,ggggg,,
soare,thilk,shady,,,,gngnn,ngnnn,ggggg,,,
soare,talar,becke,bread,,,nnyyy,nnngy,gynnn,ggggg,,
soare,radar,briar,friar,,,nnyyn,ynngg,ngggg,ggggg,,
soare,deter,cupid,reign,,,nnnyy,ngnny,nnnyn,ggggg,,
soare,humic,fairy,dairy,,,nnygn,nnnyn,ngggg,ggggg,,
soare,clint,guild,quill,,,nnnnn,nygnn,ngggn,ggggg,,
soare,acids,cross,,,,yynyn,nynng,ggggg,,,
soare,cutin,droop,brood,,,nynyn,nnnnn,ygggn,ggggg,,
soare,deter,abrim,tuber,,,nnnyy,nnygg,nyynn,ggggg,,
soare,wheep,shear,,,,gnyyy,nggnn,ggggg,,,
soare,fubsy,posit,,,,ygnnn,nnnyn,ggggg,,,
soare,plink,abaca,blank,,,nngnn,ngngg,nygnn,ggggg,,
soare,clint,valid,villa,,,nnynn,nyynn,gygyn,ggggg,,
soare,thilk,shank,,,,gngnn,ngnng,ggggg,,,
soare,clint,fudgy,piggy,,,nnnnn,nnynn,nnngg,ggggg,,
soare,talar,becke,freak,,,nnyyy,nnngy,nynyn,ggggg,,
soare,clint,quick,which,,,nnnnn,yngnn,nnggn,ggggg,,
soare,bloat,among,,,,nyynn,nngyn,ggggg,,,
soare,pleat,decal,fecal,,,nnyny,nyygn,ngggg,ggggg,,
soare,spelt,fehme,shell,,,gnnny,gnggn,nyynn,ggggg,,
soare,culty,would,,,,ngnnn,nyynn,ggggg,,,
soare,gault,algae,,,,nnyng,yynyn,ggggg,,,
soare,barca,large,,,,nnyyg,nggnn,ggggg,,,
soare,radar,ahint,rabbi,,,nnyyn,ggnnn,ynynn,ggggg,,
soare,bloat,among,agony,,,nyynn,nngyn,gnggy,ggggg,,
soare,ampul,amuse,,,,ynyng,ggnyn,ggggg,,,
soare,mushy,pushy,bushy,,,ynnnn,ngggg,ngggg,ggggg,,
soare,pilum,copse,,,,ygnng,ynnnn,ggggg,,,
soare,cloot,knosp,swoon,,,gynnn,nnggn,nygyn,ggggg,,
soare,culti,hinge,knife,,,nnnng,nnnny,nyyng,ggggg,,
soare,culty,vouch,pouch,,,ngnnn,yynnn,ngggg,ggggg,,
soare,mason,ascot,,,,yyynn,nyygn,ggggg,,,
soare,glitz,abamp,place,plane,,nngng,ngnnn,nngny,gggng,ggggg,
soare,cutin,crown,,,,nynyn,gnnng,ggggg,,,
soare,radar,viral,urban,,,nnyyn,ynngn,nnygn,ggggg,,
soare,pling,snide,,,,gnnng,nngyn,ggggg,,,
soare,talar,relax,relay,,,nnyyy,nnggy,ggggn,ggggg,,
soare,gault,anime,abide,,,nnyng,nynnn,gngng,ggggg,,
soare,bloat,viola,,,,nyynn,nygyn,ggggg,,,
soare,radar,rajah,,,,nnyyn,ggngn,ggggg,,,
soare,cuppy,straw,,,,gnyyn,nnnnn,ggggg,,,
soare,clint,dimly,dilly,,,nnnnn,nyynn,ggngg,ggggg,,
soare,bachs,crash,,,,yngyn,nyyyy,ggggg,,,
soare,chals,amass,,,,yngnn,nngng,ggggg,,,
soare,fitch,third,,,,nnngn,nyyny,ggggg,,,
soare,trick,,,,,nnnyn,ggggg,,,,
soare,cutin,tutor,,,,nynyn,nggnn,ggggg,,,
soare,culty,goody,woody,,,ngnnn,nnnng,ngggg,ggggg,,
soare,fitch,blurb,,,,nnngn,nnnnn,ggggg,,,
soare,deter,gruel,grief,,,nnnyy,nnngy,ggngn,ggggg,,
soare,agloo,disco,,,,yynnn,nnnng,ggggg,,,
soare,there,where,,,,nnngg,ngggg,ggggg,,,
soare,dault,apish,sassy,,,gnynn,ngnnn,ynngn,ggggg,,
soare,letch,peach,beach,,,nngny,ngngg,ngggg,ggggg,,
soare,dault,sauna,,,,gnynn,nggnn,ggggg,,,
soare,culty,conic,comic,,,ngnnn,gnnnn,ggngg,ggggg,,
soare,denet,clued,,,,nnnny,ynngn,ggggg,,,
soare,deter,creep,,,,nnnyy,nyngy,ggggg,,,
soare,ampul,bacha,caste,,,ynyng,ynnnn,ngynn,ggggg,,
soare,diact,grave,grape,graze,,nngyg,nngnn,gggng,gggng,ggggg,
soare,thilk,sunny,snuff,,,gnnnn,nnnnn,gyynn,ggggg,,
soare,cutin,frock,,,,nynyn,ynnnn,ggggg,,,
soare,liman,gonad,,,,ngynn,nnngy,ggggg,,,
soare,trick,drunk,,,,nnnyn,ngnng,ggggg,,,
soare,cutin,prong,,,,nynyn,nnnny,ggggg,,,
soare,trick,lurid,,,,nnnyn,nyynn,ggggg,,,
soare,spelt,steel,,,,gnnny,gngyy,ggggg,,,
soare,gault,valve,halve,,,nnyng,ngnyn,ngggg,ggggg,,
soare,deter,pilch,buyer,,,nnnyy,nnngg,nnnnn,ggggg,,
soare,clint,vinyl,,,,nnnnn,nyyyn,ggggg,,,
soare,culti,utile,,,,nnnng,nyyyy,ggggg,,,
soare,spelt,fehme,smell,,,gnnny,gnggn,nynyn,ggggg,,
soare,glitz,agape,adage,,,nngng,ynnnn,gygng,ggggg,,
soare,almud,worry,,,,ngngn,nnnnn,ggggg,,,
soare,nasty,aheap,tasty,,,ynynn,ngggg,ynnnn,ggggg,,
soare,liman,local,,,,ngynn,gnngn,ggggg,,,
soare,diact,trade,,,,nngyg,yngny,ggggg,,,
soare,clint,cowps,finch,,,nnnnn,ynyyn,ynnnn,ggggg,,
soare,ajwan,ashen,,,,ynyny,gnnng,ggggg,,,
soare,liman,modal,,,,ngynn,ynygn,ggggg,,,
soare,clint,dight,gaunt,,,nnynn,nnngg,nnyng,ggggg,,
soare,pling,bloke,clove,,,nynng,ngnnn,nggng,ggggg,,
soare,letch,enact,,,,nngny,nyygn,ggggg,,,
soare,abaca,adorn,,,,nyygn,gnnnn,ggggg,,,
soare,roast,,,,,yggyn,ggggg,,,,
soare,spelt,spend,speck,,,gnnny,gggnn,gggnn,ggggg,,
soare,spelt,seedy,sheik,,,gnnny,gngnn,gngnn,ggggg,,
soare,mushy,missy,,,,ynnnn,gngng,ggggg,,,
soare,trick,grunt,,,,nnnyn,ygnnn,ggggg,,,
soare,cloot,knosp,snoop,,,gynnn,nnggn,nggyg,ggggg,,
soare,radar,party,,,,nnyyn,ygnnn,ggggg,,,
soare,culty,touch,,,,ngnnn,yynyn,ggggg,,,
soare,clint,maxim,mafia,,,nnynn,nnynn,ggngn,ggggg,,
soare,culti,bumph,emcee,,,nnnng,ynnnn,nnynn,ggggg,,
soare,radar,array,,,,nnyyn,yyngy,ggggg,,,
soare,atony,south,,,,ggnnn,nyynn,ggggg,,,
soare,clint,maxim,vapid,,,nnynn,nnynn,ngngn,ggggg,,
soare,denet,belch,jelly,,,nnnny,ngnnn,nggnn,ggggg,,
soare,thilk,skulk,,,,gnnnn,nnngg,ggggg,,,
soare,nasty,angst,,,,ynynn,yyyyn,ggggg,,,
soare,clint,tally,tubal,,,nnynn,nynny,gyynn,ggggg,,
soare,rewth,ampul,lower,,,ngnyy,yygnn,nnnny,ggggg,,
soare,richt,crest,,,,ynnyy,ynyng,ggggg,,,
soare,dempt,sweat,,,,gnyny,nynng,ggggg,,,
soare,deter,pilch,cyber,,,nnnyy,nnngg,nnnyn,ggggg,,
soare,adore,,,,,nyygg,ggggg,,,,
soare,radar,hardy,tardy,,,nnyyn,ygynn,ngggg,ggggg,,
soare,thilk,swami,,,,gngnn,nnynn,ggggg,,,
soare,culty,apian,notch,,,ngnnn,ynnyn,nnnny,ggggg,,
soare,cutin,droop,groom,,,nynyn,nnnnn,ngggn,ggggg,,
soare,roach,,,,,nggyn,ggggg,,,,
soare,clint,hyped,hitch,,,nnnnn,ynyny,gnnnn,ggggg,,
soare,culty,young,,,,ngnnn,nynny,ggggg,,,
soare,clint,align,,,,nnynn,nggyn,ggggg,,,
soare,ached,ready,,,,nngyy,ynnyy,ggggg,,,
soare,cutin,prong,frond,,,nynyn,nnnny,ngggn,ggggg,,
soare,cuppy,strap,,,,gnyyn,nnynn,ggggg,,,
soare,pudic,purge,puree,,,nnnyg,ggnnn,gggng,ggggg,,
soare,ached,realm,,,,nngyy,ynnyn,ggggg,,,
soare,culti,undue,venue,,,nnnng,nynnn,nyngg,ggggg,,
soare,kempt,swarm,,,,gnggn,nnynn,ggggg,,,
soare,trued,offer,,,,nynyy,nyngn,ggggg,,,
soare,spelt,seven,,,,gnnny,gnynn,ggggg,,,
soare,deter,diner,dryer,,,nnnyy,gnngg,gnngg,ggggg,,
soare,dhuti,diary,,,,nnggn,gnnny,ggggg,,,
soare,trick,wrung,dryly,,,nnnyn,ngnnn,ngnnn,ggggg,,
soare,clint,bifid,drank,,,nngyn,nnngn,nnnny,ggggg,,
soare,radar,acrid,,,,nnyyn,yyynn,ggggg,,,
soare,letch,heady,,,,nngny,ngnny,ggggg,,,
soare,pleat,theta,,,,nnyny,nngyy,ggggg,,,
soare,clint,junto,,,,nynnn,nnnyy,ggggg,,,
soare,culti,hinge,pixie,,,nnnng,nnnny,ngnng,ggggg,,
soare,clint,outdo,quoth,,,nynnn,nnnny,ygynn,ggggg,,
soare,fubsy,bonus,,,,ygnnn,nyyyn,ggggg,,,
soare,thilk,shalt,,,,gngnn,ygngn,ggggg,,,
soare,culti,adhan,penne,,,nnnng,nnnnn,nnnny,ggggg,,
soare,pleat,enema,amend,,,nnyny,nngyn,nygyy,ggggg,,
soare,clint,baffy,datum,,,nnynn,nnnny,ngnnn,ggggg,,
soare,clint,guild,build,,,nnnnn,nygnn,ngggg,ggggg,,
soare,piano,,,,,nygnn,ggggg,,,,
soare,spelt,fehme,shelf,,,gnnny,gnggn,yyynn,ggggg,,
soare,pugil,lodge,,,,ngnng,nnyny,ggggg,,,
soare,thilk,suing,,,,gnnnn,nngnn,ggggg,,,
soare,lathy,rearm,,,,nnggy,nynnn,ggggg,,,
soare,malty,coral,,,,ngyyn,nyynn,ggggg,,,
soare,talar,harem,ramen,,,nnyyy,ngnny,ngygy,ggggg,,
soare,cyton,forth,worth,,,ngnyn,nnyyn,ngggg,ggggg,,
soare,chals,psalm,,,,yngnn,nnggy,ggggg,,,
soare,deter,pilch,inner,infer,,nnnyy,nnngg,nynnn,ggngg,ggggg,
soare,retro,overt,,,,nyngy,nyygy,ggggg,,,
soare,baron,vampy,mayor,,,nyyyn,ngygn,ngyny,ggggg,,
soare,clint,widow,ovoid,,,nynnn,nnynn,nyyyn,ggggg,,
soare,culti,exile,glide,,,nnnng,nnyny,nngyg,ggggg,,
soare,leuch,usage,,,,yngng,nyynn,ggggg,,,
soare,pilum,poise,,,,ygnng,gynnn,ggggg,,,
soare,radar,rabid,randy,,,nnyyn,ggynn,ggnny,ggggg,,
soare,clint,chump,chuck,,,nnnnn,gnnnn,gggnn,ggggg,,
soare,clint,bifid,prank,,,nngyn,nnngn,nnnnn,ggggg,,
soare,mushy,fishy,,,,ynnnn,nnggg,ggggg,,,
soare,culty,motto,tooth,,,ngnnn,nnngn,ngygy,ggggg,,
soare,deter,ether,,,,nnnyy,nyygg,ggggg,,,
soare,pownd,erode,drove,,,nynyg,nynny,nggyg,ggggg,,
soare,deter,ricin,idler,,,nnnyy,ynngg,yynnn,ggggg,,
soare,thilk,swath,,,,gngnn,yynnn,ggggg,,,
soare,thilk,sting,stint,,,gnnnn,yngnn,ggggn,ggggg,,
soare,culti,exile,while,,,nnnng,nnyny,nnggg,ggggg,,
soare,pleat,begat,,,,nnyny,nnygg,ggggg,,,
soare,clint,dampy,apply,,,nnynn,nynnn,nynyg,ggggg,,
soare,thilk,slang,,,,gngnn,nnnyn,ggggg,,,
soare,baron,tarot,,,,nyyyn,ngggn,ggggg,,,
soare,radar,,,,,nnyyn,ggggg,,,,
soare,trued,credo,,,,nynyy,ngnyy,ggggg,,,
soare,abaft,aware,,,,nnggg,gngnn,ggggg,,,
soare,bloat,wagon,canon,,,nyynn,nnyyn,ngngg,ggggg,,
soare,thilk,shift,,,,gnnnn,yggnn,ggggg,,,
soare,deter,abrim,timer,,,nnnyy,nnygg,nnyyy,ggggg,,
soare,clint,dampy,bylaw,,,nnynn,nynnn,nynny,ggggg,,
soare,newie,serum,,,,gnnyy,ngnnn,ggggg,,,
soare,pudic,nerve,three,,,nnnyg,nnnnn,nygng,ggggg,,
soare,dempt,steal,steak,,,gnyny,nynny,ggggn,ggggg,,
soare,clint,iliac,,,,nnynn,yggnn,ggggg,,,
soare,hault,shirk,,,,gnngn,ynnnn,ggggg,,,
soare,clint,blunt,,,,nnnnn,ngngg,ggggg,,,
soare,clint,dumpy,puppy,,,nnnnn,nnnnn,ngngg,ggggg,,
soare,pleat,penal,,,,nnyny,gyygn,ggggg,,,
soare,fubsy,abmho,joist,,,ygnnn,nnngn,nnnny,ggggg,,
soare,clint,funny,bunny,,,nnnnn,nnngn,ngggg,ggggg,,
soare,thilk,amped,shape,,,gngng,ngnnn,ynyyn,ggggg,,
soare,denet,beget,,,,nnnny,ngngg,ggggg,,,
soare,denet,cheek,wheel,,,nnnny,nyngn,ngggn,ggggg,,
soare,pleat,adept,,,,nnyny,yngyg,ggggg,,,
soare,thilk,grypt,stunt,,,gnnnn,ynnnn,nnnng,ggggg,,
soare,nempt,akela,stole,,,gynng,nynny,nnygn,ggggg,,
soare,liman,today,topaz,,,ngynn,nnngn,ggngn,ggggg,,
soare,ombre,chore,,,,nyngg,ynngg,ggggg,,,
soare,culti,flume,fluke,,,nnnng,nyynn,gggng,ggggg,,
soare,bloat,adopt,afoot,,,nyynn,nngyg,gngng,ggggg,,
soare,bloat,,,,,nyynn,ggggg,,,,
soare,clint,bully,,,,nnnnn,nynnn,ggggg,,,
soare,cunit,dense,,,,ynnng,nngnn,ggggg,,,
soare,talar,pigmy,caper,,,nnyyy,ngnng,ynnnn,ggggg,,
soare,newie,sneer,,,,gnnyy,yynny,ggggg,,,
soare,rewth,clonk,abaft,boxer,,ngnyy,yynnn,nnynn,nynnn,ggggg,
soare,clint,jumbo,,,,nynnn,nnnnn,ggggg,,,
soare,culti,lunge,,,,nnnng,ngynn,ggggg,,,
soare,thilk,spade,space,,,gngng,nnnnn,gggng,ggggg,,
