g1,g2,g3,g4,g5,g6,r1,r2,r3,r4,r5,r6
soare,culti,hinge,midge,,,nnnng,nnnny,ngngg,ggggg,,
soare,rewth,ampul,power,,,ngnyy,yygnn,nnynn,ggggg,,
soare,pling,elope,,,,nynng,ygnnn,ggggg,,,
soare,clint,cynic,cinch,,,nnnnn,gnyyn,gngyy,ggggg,,
soare,culty,motto,,,,ngnnn,nnngn,ggggg,,,
soare,cloot,stomp,,,,gynnn,nngny,ggggg,,,
soare,uneth,upset,,,,ynnny,gnyyn,ggggg,,,
soare,clint,bluff,,,,nnnnn,ngnnn,ggggg,,,
soare,clint,abysm,cramp,,,nngyn,gnnnn,ynnny,ggggg,,
soare,dhuti,quart,,,,nnggn,nnyyn,ggggg,,,
soare,culty,coyly,,,,ngnnn,gnyng,ggggg,,,
soare,culty,youth,,,,ngnnn,nyngy,ggggg,,,
soare,pudic,nerve,rhyme,,,nnnyg,nnnnn,nnyng,ggggg,,
soare,clint,dumpy,buggy,,,nnnnn,nnnnn,ngnng,ggggg,,
soare,pleat,alien,,,,nnyny,ngyyn,ggggg,,,
soare,wheep,smear,,,,gnyyy,nngnn,ggggg,,,
soare,clint,input,unfit,,,nnnnn,nnyyg,ygnyg,ggggg,,
soare,clint,baffy,patty,,,nnynn,nnnny,ngnng,ggggg,,
soare,clint,cling,,,,nnnnn,ggggn,ggggg,,,
soare,pleat,glean,,,,nnyny,ngggn,ggggg,,,
soare,pleat,bandh,label,,,nnyny,nyyyn,ygnnn,ggggg,,
soare,clint,nymph,hunky,,,nnnnn,nnnyn,yynny,ggggg,,
soare,plink,khaki,,,,nngnn,nnyny,ggggg,,,
soare,rewth,clonk,poker,,,ngnyy,yynnn,nnyny,ggggg,,
soare,deter,gruel,,,,nnnyy,nnngy,ggggg,,,
soare,culti,twice,,,,nnnng,ynnyy,ggggg,,,
soare,plink,chant,twang,,,nngnn,nnngn,nnggy,ggggg,,
soare,mutch,shrub,shrug,,,gnnyn,nynny,ggggn,ggggg,,
soare,talar,treat,,,,nnyyy,gnngy,ggggg,,,
soare,clint,unlit,,,,nnnnn,nyyyg,ggggg,,,
soare,ampul,bacha,waste,,,ynyng,ynnnn,ngnnn,ggggg,,
soare,deter,abrim,merit,,,nnnyy,ngyny,nnggy,ggggg,,
soare,meynt,woven,,,,ngnny,nynyn,ggggg,,,
soare,bloat,octal,,,,nyynn,nyygy,ggggg,,,
soare,denet,needy,,,,nnnny,ygyyn,ggggg,,,
soare,clint,clown,,,,nynnn,ggnyn,ggggg,,,
soare,clint,widow,,,,nynnn,nnynn,ggggg,,,
soare,cutin,rhino,irony,,,nynyn,nnnyy,ynygy,ggggg,,
soare,deter,ricin,ruder,,,nnnyy,ynngg,gnnnn,ggggg,,
soare,gault,gauze,,,,nnyng,gggnn,ggggg,,,
soare,denet,libel,chief,,,nnnny,nnngn,nyngn,ggggg,,
soare,onset,,,,,yynny,ggggg,,,,
soare,pudic,prize,,,,nnnyg,gnnyn,ggggg,,,
soare,clint,dampy,fungi,,,nnnnn,nnyyn,nnnnn,ggggg,,
soare,dhuti,charm,,,,nnggn,ngnnn,ggggg,,,
soare,clint,bully,afald,gully,,nnnnn,nynnn,ngggg,nnngn,ggggg,
soare,deter,inter,,,,nnnyy,nnggg,ggggg,,,
soare,clint,jumbo,whoop,,,nynnn,nnnnn,nnnny,ggggg,,
soare,clint,dight,ajiva,taunt,,nnynn,nnngg,nnnng,ynnnn,ggggg,
soare,feted,leery,,,,nnngy,ngnyn,ggggg,,,
soare,chals,class,,,,yngnn,gngyg,ggggg,,,
soare,culti,theme,,,,nnnng,nnnyn,ggggg,,,
soare,culty,lofty,,,,ngnnn,nnygg,ggggg,,,
soare,clint,tibia,,,,nnynn,nnyny,ggggg,,,
soare,pugil,booze,,,,ngnng,nnnnn,ggggg,,,
soare,clint,alpha,,,,nnynn,ngnnn,ggggg,,,
soare,culti,theme,thyme,,,nnnng,nnnyn,ggngg,ggggg,,
soare,pleat,eclat,,,,nnyny,nyygg,ggggg,,,
soare,culty,mount,doubt,,,ngnnn,nynyn,nggng,ggggg,,
soare,talar,pigmy,paper,parer,,nnyyy,ngnng,gnnnn,ggngg,ggggg,
soare,culti,chute,,,,nnnng,gyngn,ggggg,,,
soare,thilk,stink,stick,,,gnnnn,yngng,gggng,ggggg,,
soare,pudic,trice,,,,nnnyg,nnnyy,ggggg,,,
soare,gault,alike,,,,nnyng,nynyn,ggggg,,,
soare,atony,sooth,,,,ggnnn,nygnn,ggggg,,,
soare,talar,becke,recap,,,nnyyy,nnngy,nggnn,ggggg,,
soare,dault,saint,,,,gnynn,ngnng,ggggg,,,
soare,culti,exile,liege,,,nnnng,nnyny,ynyyg,ggggg,,
soare,acidy,glory,,,,nyngn,nnnng,ggggg,,,
soare,diact,grate,,,,nngyg,nngny,ggggg,,,
soare,clint,audit,admit,,,nnynn,nnyng,gnygg,ggggg,,
soare,crust,brisk,,,,ynnyn,ngngn,ggggg,,,
soare,atony,soggy,,,,ggnnn,nnyng,ggggg,,,
soare,usurp,,,,,ynngn,ggggg,,,,
soare,thilk,acidy,scald,,,gngnn,nnngn,ygnyn,ggggg,,
soare,nicht,scorn,,,,gyngn,ynynn,ggggg,,,
soare,glitz,leave,,,,nngng,nynnn,ggggg,,,
soare,culti,twine,,,,nnnng,nnnyy,ggggg,,,
soare,thilk,sting,,,,gnnnn,yngnn,ggggg,,,
soare,culty,bumph,bough,,,ngnnn,nynnn,gynng,ggggg,,
soare,marsh,,,,,ynyyn,ggggg,,,,
soare,cloot,sloth,,,,gynnn,nggny,ggggg,,,
soare,clint,dandy,,,,nnynn,nnnyn,ggggg,,,
soare,cutin,vigor,,,,nynyn,nnnyn,ggggg,,,
soare,culty,goody,howdy,,,ngnnn,nnnng,ngngg,ggggg,,
soare,demon,enjoy,,,,nynny,nyngy,ggggg,,,
soare,clint,valid,,,,nnynn,nyynn,ggggg,,,
soare,culty,ionic,,,,ngnnn,ynnnn,ggggg,,,
soare,pleat,decal,equal,,,nnyny,nyygn,nyngg,ggggg,,
soare,uneth,unset,,,,ynnny,ggyyn,ggggg,,,
soare,cutin,droop,floor,,,nynyn,nnnnn,nyggn,ggggg,,
soare,clint,catch,,,,nnynn,gnnny,ggggg,,,
soare,thilk,spade,,,,gngng,nnnnn,ggggg,,,
soare,spelt,steed,stein,,,gnnny,gngny,gggnn,ggggg,,
soare,uneth,islet,exist,,,ynnny,nnyyn,yynyg,ggggg,,
soare,fitch,quirk,,,,nnngn,nynnn,ggggg,,,
soare,denet,denim,,,,nnnny,gggnn,ggggg,,,
soare,pownd,abaft,grove,,,nynyg,nynnn,nnnnn,ggggg,,
soare,spelt,spiel,,,,gnnny,ggyyn,ggggg,,,
soare,clint,dumpy,mummy,,,nnnnn,nnnnn,nggng,ggggg,,
soare,clint,fault,,,,nnynn,nynng,ggggg,,,
soare,culty,goody,foggy,,,ngnnn,nnnng,ygnng,ggggg,,
soare,clint,flout,,,,nynnn,ngnng,ggggg,,,
soare,humic,carry,,,,nnygn,nnnny,ggggg,,,
soare,dempt,sneak,,,,gnyny,nynnn,ggggg,,,
soare,denet,libel,,,,nnnny,nnngn,ggggg,,,
soare,clint,tally,waltz,,,nnynn,nynny,yggnn,ggggg,,
soare,clint,tally,aptly,,,nnynn,nynny,yyngg,ggggg,,
soare,denet,linen,piney,,,nnnny,nnggn,ngggn,ggggg,,
soare,denet,inept,,,,nnnny,nyyng,ggggg,,,
soare,bloat,aband,aloud,,,nyynn,nggyn,gnnng,ggggg,,
soare,clint,outdo,photo,,,nynnn,nnnny,ynyng,ggggg,,
soare,talar,becke,dream,,,nnyyy,nnngy,nynnn,ggggg,,
soare,thilk,stale,,,,gngng,ynngn,ggggg,,,
soare,culty,point,vomit,,,ngnnn,nnnyn,ngyng,ggggg,,
soare,ombre,,,,,nyngg,ggggg,,,,
soare,clint,fanny,,,,nnynn,nnngn,ggggg,,,
soare,culti,unite,,,,nnnng,nyngy,ggggg,,,
soare,kempt,acidy,snarl,,,gnggn,nnnnn,ynnnn,ggggg,,
soare,talar,pigmy,barca,baker,,nnyyy,ngnng,nnnnn,ggynn,ggggg,
soare,there,,,,,nnngg,ggggg,,,,
soare,clint,bluff,glyph,,,nnnnn,ngnnn,ngnnn,ggggg,,
soare,culty,ionic,pooch,,,ngnnn,ynnnn,ngnny,ggggg,,
soare,clint,fudgy,hippy,,,nnnnn,nnynn,nnnng,ggggg,,
soare,spelt,spell,,,,gnnny,ggggn,ggggg,,,
soare,culty,defog,folly,,,ngnnn,nngng,nnyyn,ggggg,,
soare,pilum,louse,,,,ygnng,nnyyn,ggggg,,,
soare,clint,gulch,,,,nnnnn,yynnn,ggggg,,,
soare,clint,fault,vault,,,nnynn,nynng,ngggg,ggggg,,
soare,culty,adown,godly,,,ngnnn,nnyng,nyynn,ggggg,,
soare,deter,threw,,,,nnnyy,nnygy,ggggg,,,
soare,denet,fleet,,,,nnnny,nyngg,ggggg,,,
soare,diact,grave,,,,nngyg,nngnn,ggggg,,,
soare,glitz,inane,,,,nngng,nnynn,ggggg,,,
soare,cloot,shock,,,,gynnn,yngnn,ggggg,,,
soare,diact,avant,crave,,,nngyg,nngyn,nygnn,ggggg,,
soare,pling,aceta,spite,,,gnnng,yngnn,nnygn,ggggg,,
soare,gault,valve,,,,nnyng,ngnyn,ggggg,,,
soare,thilk,skimp,,,,gnnnn,nngny,ggggg,,,
soare,plink,claim,,,,nngnn,ngynn,ggggg,,,
soare,radar,ahint,rainy,,,nnyyn,ggnnn,ynggn,ggggg,,
soare,mushy,musty,,,,ynnnn,gggng,ggggg,,,
soare,culti,pique,,,,nnnng,nynny,ggggg,,,
soare,clint,midgy,daddy,,,nnynn,nnnnn,nngng,ggggg,,
soare,chals,quasi,,,,yngnn,nngny,ggggg,,,
soare,arise,,,,,ynyyg,ggggg,,,,
soare,clint,aging,,,,nnynn,nnggn,ggggg,,,
soare,pleat,valet,,,,nnyny,nyyyg,ggggg,,,
soare,clint,opium,,,,nynnn,nngnn,ggggg,,,
soare,altho,avert,,,,nnygy,gnynn,ggggg,,,
soare,thilk,stuck,,,,gnnnn,ynnng,ggggg,,,
soare,deter,abrim,recut,,,nnnyy,ngyny,nnynn,ggggg,,
soare,clint,gulch,mulch,,,nnnnn,yynnn,ngggg,ggggg,,
soare,there,genre,,,,nnngg,nnygg,ggggg,,,
soare,culti,flume,plume,,,nnnng,nyynn,ngggg,ggggg,,
soare,pudic,tribe,rifle,,,nnnyg,nnnyn,nyyng,ggggg,,
soare,culty,count,,,,ngnnn,gynyn,ggggg,,,
soare,trick,incur,,,,nnnyn,nyyyn,ggggg,,,
soare,liman,focal,total,,,ngynn,ynngn,ngngg,ggggg,,
soare,richt,wrest,,,,ynnyy,ynnng,ggggg,,,
soare,liman,mocha,,,,ngynn,nnyyn,ggggg,,,
soare,deter,,,,,nnnyy,ggggg,,,,
soare,thilk,grypt,study,,,gnnnn,ynnnn,nnyny,ggggg,,
soare,rewth,clonk,lover,,,ngnyy,yynnn,nyynn,ggggg,,
soare,wheep,safer,,,,gnyyy,nnngn,ggggg,,,
soare,deter,threw,rivet,,,nnnyy,nnygy,ynygn,ggggg,,
soare,clint,funny,,,,nnnnn,nnngn,ggggg,,,
soare,nempt,smoke,,,,gynng,nyynn,ggggg,,,
soare,culty,bumph,mound,,,ngnnn,nynnn,nyynn,ggggg,,
soare,culti,undue,,,,nnnng,nynnn,ggggg,,,
soare,dempt,sedan,,,,gnyny,ygnnn,ggggg,,,
soare,clint,dandy,pagan,,,nnynn,nnnyn,ngynn,ggggg,,
soare,pling,swine,,,,gnnng,nnggn,ggggg,,,
soare,culti,guile,,,,nnnng,ngyny,ggggg,,,
soare,mushy,dalts,gusty,,,ynnnn,nggng,nnngy,ggggg,,
soare,denet,whelp,equip,,,nnnny,nynnn,nnyng,ggggg,,
soare,culty,mount,tough,,,ngnnn,nynyn,nggny,ggggg,,
soare,bundt,canoe,,,,nyyng,nngnn,ggggg,,,
soare,chaos,,,,,yygnn,ggggg,,,,
soare,meynt,covet,,,,ngnny,nynng,ggggg,,,
soare,clint,dandy,human,,,nnynn,nnnyn,nyynn,ggggg,,
soare,deter,ricin,udder,,,nnnyy,ynngg,ynnnn,ggggg,,
soare,clint,lynch,lunch,,,nnnnn,yynyn,gnggg,ggggg,,
soare,chals,blast,,,,yngnn,nngyy,ggggg,,,
soare,cuppy,stray,,,,gnyyn,nnnng,ggggg,,,
soare,clint,dandy,manga,,,nnynn,nnnyn,nggnn,ggggg,,
soare,culti,aahed,melee,,,nnnng,nngnn,nnngn,ggggg,,
soare,denet,aleph,lefty,,,nnnny,ngnny,nyynn,ggggg,,
soare,clint,quick,,,,nnnnn,yngnn,ggggg,,,
soare,ampul,paste,,,,ynyng,ynynn,ggggg,,,
soare,denet,agila,given,,,nnnny,nnygn,nyynn,ggggg,,
soare,demon,epoch,octet,,,nynny,nynyn,ynyyn,ggggg,,
soare,richt,risen,,,,ynnyy,ggnnn,ggggg,,,
soare,baron,groan,,,,nyyyn,nyyyg,ggggg,,,
soare,letch,leaky,,,,nngny,ggnnn,ggggg,,,
soare,trick,gybed,grind,,,nnnyn,nggnn,gnnng,ggggg,,
soare,barca,carve,,,,nnyyg,nggyn,ggggg,,,
soare,pilum,loose,,,,ygnng,nnynn,ggggg,,,
soare,dault,sadly,,,,gnynn,ygngn,ggggg,,,
soare,thilk,spilt,,,,gnnnn,ynggn,ggggg,,,
soare,gault,ample,apple,,,nnyng,nyngn,gnggg,ggggg,,
soare,thilk,slack,,,,gngnn,nnnyg,ggggg,,,
soare,meynt,honey,,,,ngnny,nyyyn,ggggg,,,
soare,clint,final,,,,nnynn,nyyyn,ggggg,,,
soare,spelt,seedy,sheen,,,gnnny,gngnn,gygnn,ggggg,,
soare,pudic,eerie,,,,nnnyg,nnngn,ggggg,,,
soare,clint,minty,,,,nnnnn,nnyyy,ggggg,,,
soare,thilk,slick,,,,gnnnn,nngyg,ggggg,,,
soare,deter,derby,,,,nnnyy,ggnny,ggggg,,,
soare,dhuti,charm,wharf,,,nnggn,ngnnn,ngggn,ggggg,,
soare,spelt,,,,,gnnny,ggggg,,,,
soare,loath,coach,,,,nggnn,nggng,ggggg,,,
soare,deter,crept,erupt,,,nnnyy,nyyny,ngygg,ggggg,,
soare,pling,singe,,,,gnnng,nnyyy,ggggg,,,
soare,pudic,price,,,,nnnyg,gnnyy,ggggg,,,
soare,thilk,spawn,,,,gngnn,nnnnn,ggggg,,,
soare,humic,fairy,,,,nnygn,nnnyn,ggggg,,,
soare,clint,fudgy,jiffy,,,nnnnn,nnynn,ynnng,ggggg,,
soare,clint,dimly,filmy,,,nnnnn,nyynn,ngyyg,ggggg,,
soare,thilk,stack,,,,gngnn,ynnng,ggggg,,,
soare,aitch,chose,,,,yynng,nnnyy,ggggg,,,
soare,spelt,sleep,,,,gnnny,gygyn,ggggg,,,
soare,baron,ardor,,,,nyyyn,nyygn,ggggg,,,
soare,clint,fanny,nanny,,,nnynn,nnngn,ngggg,ggggg,,
soare,culti,wince,niece,,,nnnng,ynnny,ngygg,ggggg,,
soare,culty,goody,booby,woozy,,ngnnn,nnnng,nggng,nggng,ggggg,
soare,clint,dandy,handy,,,nnynn,nnnyn,ngggg,ggggg,,
soare,diact,grace,,,,nngyg,nnggn,ggggg,,,
soare,clint,ditto,,,,nynnn,nnyny,ggggg,,,
soare,thilk,stack,stank,,,gngnn,ynnng,gggng,ggggg,,
soare,talar,becke,cream,,,nnyyy,nnngy,nyynn,ggggg,,
soare,nasty,usual,,,,ynynn,nyynn,ggggg,,,
soare,pling,biome,diode,,,nynng,nnynn,nggng,ggggg,,
soare,baron,vampy,valor,,,nyyyn,ngygn,ggnnn,ggggg,,
soare,gault,angle,,,,nnyng,yyngn,ggggg,,,
soare,clint,ninja,,,,nnynn,nnyyn,ggggg,,,
soare,clint,dumpy,muddy,,,nnnnn,nnnnn,ygyng,ggggg,,
soare,leuch,chase,,,,yngng,nynyy,ggggg,,,
soare,deter,cupid,reply,,,nnnyy,ngnny,nngnn,ggggg,,
soare,pownd,prone,,,,nynyg,gyngn,ggggg,,,
soare,cloot,spoil,,,,gynnn,nygnn,ggggg,,,
soare,lathy,heart,,,,nnggy,nyyyn,ggggg,,,
soare,thilk,amped,shade,,,gngng,ngnnn,ynnyy,ggggg,,
soare,deter,diner,,,,nnnyy,gnngg,ggggg,,,
soare,arson,,,,,yyyyn,ggggg,,,,
soare,clint,onion,,,,nynnn,nngyn,ggggg,,,
soare,spelt,sleet,,,,gnnny,gngyg,ggggg,,,
soare,meynt,advew,dowel,,,ngnny,nynnn,nyngy,ggggg,,
soare,culty,couch,,,,ngnnn,gynnn,ggggg,,,
soare,nasty,palsy,,,,ynynn,ngyng,ggggg,,,
soare,meynt,advew,bowel,,,ngnny,nynnn,nnngy,ggggg,,
soare,pling,smile,,,,gnnng,nygnn,ggggg,,,
soare,pling,choke,evoke,,,nynng,nnnnn,nnggg,ggggg,,
soare,deter,creep,creek,,,nnnyy,nyngy,ggggn,ggggg,,
soare,gault,valve,lance,,,nnyng,ngnyn,ngyng,ggggg,,
soare,gault,eagle,,,,nnyng,ygngn,ggggg,,,
soare,clint,idiot,,,,nynnn,nngng,ggggg,,,
soare,newie,siren,,,,gnnyy,yynyn,ggggg,,,
soare,clint,baghs,built,,,nnnnn,nygng,gnnnn,ggggg,,
soare,denet,bleed,embed,,,nnnny,yyngn,ynygg,ggggg,,
soare,dhuti,award,,,,nnggn,ynnnn,ggggg,,,
soare,acids,dross,,,,yynyn,nnnyg,ggggg,,,
soare,clint,lanky,annul,,,nnynn,nynyn,yygnn,ggggg,,
soare,culty,goody,,,,ngnnn,nnnng,ggggg,,,
soare,cutin,befog,frown,,,nynyn,nnnng,nnyyn,ggggg,,
soare,bloat,patio,,,,nyynn,nnyyy,ggggg,,,
soare,pleat,bandh,laden,,,nnyny,nyyyn,ngyyn,ggggg,,
soare,clint,fudgy,humid,,,nnnnn,nnynn,ngynn,ggggg,,
soare,culti,elite,,,,nnnng,nnygy,ggggg,,,
soare,clint,bully,lymph,,,nnnnn,nynnn,nnyny,ggggg,,
soare,denet,edify,,,,nnnny,yynnn,ggggg,,,
soare,clint,aswim,might,,,nnnnn,nnyng,nnnyy,ggggg,,
soare,richt,reset,,,,ynnyy,gnnng,ggggg,,,
soare,mushy,visit,,,,ynnnn,nngnn,ggggg,,,
soare,agloo,gusto,,,,yynnn,nynng,ggggg,,,
soare,centu,purse,,,,ynnyg,nynny,ggggg,,,
soare,baron,vampy,vapor,,,nyyyn,ngygn,ggnyn,ggggg,,
soare,cutin,crock,,,,nynyn,gnnnn,ggggg,,,
soare,pudic,tribe,write,,,nnnyg,nnnyn,yggng,ggggg,,
soare,thilk,sunny,,,,gnnnn,nnnnn,ggggg,,,
soare,loath,,,,,nggnn,ggggg,,,,
soare,plink,chaff,,,,nngnn,nnnnn,ggggg,,,
soare,pling,ached,slide,,,gnnng,nggnn,nnnyy,ggggg,,
soare,deter,amuck,queer,,,nnnyy,nyngg,nnynn,ggggg,,
soare,demon,venom,,,,nynny,ngygy,ggggg,,,
soare,thilk,adman,stamp,,,gngnn,ynnnn,ynynn,ggggg,,
soare,sorry,,,,,ggngn,ggggg,,,,
soare,thilk,spilt,still,,,gnnnn,ynggn,gnggy,ggggg,,
soare,abaca,acorn,,,,nyygn,gnnyn,ggggg,,,
soare,clint,aging,aping,,,nnynn,nnggn,gnggg,ggggg,,
soare,mushy,pushy,,,,ynnnn,ngggg,ggggg,,,
soare,talar,abamp,tamer,,,nnyyy,ggnng,ynnyn,ggggg,,
soare,talar,cahow,hater,,,nnyyy,ygnng,ngynn,ggggg,,
soare,clint,ninja,mania,,,nnynn,nnyyn,nygng,ggggg,,
soare,bundt,awoke,,,,nyyng,nnnnn,ggggg,,,
soare,clint,abamp,brawn,,,nngyn,nnnyn,nygnn,ggggg,,
soare,thilk,sting,swift,,,gnnnn,yngnn,gygnn,ggggg,,
soare,culti,exile,,,,nnnng,nnyny,ggggg,,,
soare,trick,birch,,,,nnnyn,nyygn,ggggg,,,
soare,clint,gulch,lucky,,,nnnnn,yynnn,ngyyn,ggggg,,
soare,deter,amuck,freer,,,nnnyy,nyngg,nnnnn,ggggg,,
soare,crust,risky,,,,ynnyn,nynyn,ggggg,,,
soare,agloo,ghost,,,,yynnn,nynyn,ggggg,,,
soare,deter,pilch,plier,,,nnnyy,nnngg,gyynn,ggggg,,
soare,radar,cigar,lunar,,,nnyyn,nnngg,nnngg,ggggg,,
soare,clint,cowps,winch,,,nnnnn,ynyyn,ynynn,ggggg,,
soare,chapt,snare,,,,gnggg,nngnn,ggggg,,,
soare,centu,nurse,,,,ynnyg,nyyny,ggggg,,,
soare,pilum,house,,,,ygnng,nnnyn,ggggg,,,
soare,malty,borax,,,,ngyyn,nynnn,ggggg,,,
soare,deter,pilch,nicer,,,nnnyy,nnngg,ngnyn,ggggg,,
soare,trick,lurch,,,,nnnyn,nyngn,ggggg,,,
soare,letch,exalt,,,,nngny,yyynn,ggggg,,,
soare,bloat,about,,,,nyynn,yngyg,ggggg,,,
soare,dault,apish,savvy,,,gnynn,ngnnn,ynnyn,ggggg,,
soare,culty,point,toxin,,,ngnnn,nnnyn,ngyyy,ggggg,,
soare,clint,tunic,,,,nnnnn,ynyyy,ggggg,,,
soare,deter,apace,pried,,,nnnyy,ynngy,nynny,ggggg,,
soare,clint,final,inlay,,,nnynn,nyyyn,nyygy,ggggg,,
soare,clint,chump,,,,nnnnn,gnnnn,ggggg,,,
soare,clint,lanky,,,,nnynn,nynyn,ggggg,,,
soare,richt,cress,,,,ynnyy,ynynn,ggggg,,,
soare,talar,cahow,eater,,,nnyyy,ygnng,ngnnn,ggggg,,
soare,culti,flume,elude,,,nnnng,nyynn,nggng,ggggg,,
soare,culti,cycle,,,,nnnng,gnynn,ggggg,,,
soare,clint,ditty,abaka,kitty,,nnnnn,nnyny,ngggg,nnnyn,ggggg,
soare,pugil,boule,,,,ngnng,nynny,ggggg,,,
soare,cyton,moron,,,,ngnyn,nnngg,ggggg,,,
soare,denet,tenet,,,,nnnny,ngggg,ggggg,,,
soare,glitz,abamp,place,,,nngng,ngnnn,nngny,ggggg,,
soare,culty,adown,lobby,,,ngnnn,nnyng,nnynn,ggggg,,
soare,mushy,abaft,plush,,,ynnnn,nyyyn,nnnnn,ggggg,,
soare,clint,dimly,vigil,,,nnnnn,nyynn,ngnyn,ggggg,,
soare,denet,unfed,index,,,nnnny,ynygn,ngngy,ggggg,,
soare,clint,blink,,,,nnnnn,ngggn,ggggg,,,
soare,clint,clung,,,,nnnnn,ggngn,ggggg,,,
soare,plink,qualm,,,,nngnn,nynnn,ggggg,,,
soare,cutin,croup,,,,nynyn,gynnn,ggggg,,,
soare,clint,cling,clink,,,nnnnn,ggggn,ggggn,ggggg,,
soare,clint,quick,juicy,,,nnnnn,yngnn,ngggn,ggggg,,
soare,thilk,agave,stage,,,gngng,ynnnn,nygng,ggggg,,
soare,pleat,began,decay,,,nnyny,nnygn,ngngn,ggggg,,
soare,pudic,nerve,,,,nnnyg,nnnnn,ggggg,,,
soare,deter,pilch,flier,,,nnnyy,nnngg,nyynn,ggggg,,
soare,thilk,shaft,,,,gngnn,ygnnn,ggggg,,,
soare,cutin,crock,crook,,,nynyn,gnnnn,gggng,ggggg,,
soare,pleat,glean,clean,,,nnyny,ngggn,ngggg,ggggg,,
soare,clint,china,,,,nnynn,gnggn,ggggg,,,
soare,pudic,ridge,,,,nnnyg,nngyn,ggggg,,,
soare,meynt,advew,vowel,,,ngnny,nynnn,nnygy,ggggg,,
soare,pling,gnome,,,,nynng,nnnyy,ggggg,,,
soare,thilk,skunk,snuck,,,gnnnn,nnnng,gngyg,ggggg,,
soare,clint,icing,,,,nnnnn,ynggn,ggggg,,,
soare,thilk,suing,spiny,,,gnnnn,nngnn,gnggn,ggggg,,
soare,cutin,vigor,rigor,,,nynyn,nnnyn,ngggg,ggggg,,
soare,thilk,snail,,,,gngnn,nnyyn,ggggg,,,
soare,clint,blown,flown,,,nynnn,ngnyn,ngggg,ggggg,,
soare,radar,rabid,,,,nnyyn,ggynn,ggggg,,,
soare,prose,,,,,yynyg,ggggg,,,,
soare,plink,thank,,,,nngnn,nnngg,ggggg,,,
soare,culty,goody,bobby,poppy,,ngnnn,nnnng,ngnng,ngnng,ggggg,
soare,culti,bangs,budge,,,nnnng,ngnnn,gnngn,ggggg,,
soare,deter,pilch,ganef,fixer,fiber,nnnyy,nnngg,ngnnn,nnngy,ggngg,ggggg
soare,culty,defog,moldy,,,ngnnn,nngng,ynnyn,ggggg,,
soare,culty,goody,howdy,dowdy,,ngnnn,nnnng,ngngg,ngggg,ggggg,
soare,denet,kneel,,,,nnnny,nyygn,ggggg,,,
soare,clint,track,,,,nngyn,ynnny,ggggg,,,
soare,clint,caddy,,,,nnynn,gnnnn,ggggg,,,
soare,denet,whelp,quell,,,nnnny,nynnn,nnggn,ggggg,,
soare,clint,dumpy,,,,nnnnn,nnnnn,ggggg,,,
soare,talar,paler,,,,nnyyy,nggng,ggggg,,,
soare,chapt,swore,,,,gyngg,nnnnn,ggggg,,,
soare,talar,rebar,,,,nnyyy,nnngg,ggggg,,,
soare,dault,scuba,,,,gnynn,nygnn,ggggg,,,
soare,dault,splat,,,,gnynn,nynyg,ggggg,,,
soare,deter,pilch,flyer,,,nnnyy,nnngg,nnynn,ggggg,,
soare,cyton,horny,,,,ngnyn,nynyy,ggggg,,,
soare,mason,,,,,yyynn,ggggg,,,,
soare,culty,doing,,,,ngnnn,nnnnn,ggggg,,,
soare,pling,ozone,,,,nynng,nnngn,ggggg,,,
soare,clint,dampy,amply,,,nnynn,nynnn,nyyyg,ggggg,,
soare,malty,molar,,,,ngyyn,gygnn,ggggg,,,
soare,ovary,,,,,nyggn,ggggg,,,,
soare,uneth,islet,beset,,,ynnny,nnyyn,nyngg,ggggg,,
soare,culti,bangs,queue,,,nnnng,ngnnn,nnnnn,ggggg,,
soare,clint,abaca,cliff,,,nnnnn,gggnn,nnnyn,ggggg,,
soare,clint,magic,,,,nnynn,ynynn,ggggg,,,
soare,pudic,truce,,,,nnnyg,nynny,ggggg,,,
soare,nicht,sport,,,,gyngn,nnnng,ggggg,,,
soare,trick,print,fritz,,,nnnyn,yggnn,nggny,ggggg,,
soare,denet,edict,,,,nnnny,yynng,ggggg,,,
soare,fitch,twirl,,,,nnngn,nyynn,ggggg,,,
soare,centu,verse,,,,ynnyg,ngnnn,ggggg,,,
soare,plink,llama,,,,nngnn,ngnnn,ggggg,,,
soare,pleat,eaten,,,,nnyny,nnyyy,ggggg,,,
soare,barca,range,,,,nnyyg,ngynn,ggggg,,,
soare,mushy,whisk,,,,ynnnn,nnyyn,ggggg,,,
soare,meynt,advew,hovel,,,ngnny,nynnn,nnggn,ggggg,,
soare,talar,becke,rehab,,,nnyyy,nnngy,ygnnn,ggggg,,
soare,clint,wacky,macaw,,,nnynn,ynnnn,yggnn,ggggg,,
soare,dault,sigma,,,,gnynn,nynnn,ggggg,,,
soare,cloot,ethne,spout,,,gynnn,nngng,nynnn,ggggg,,
soare,pudic,nerve,verve,,,nnnyg,nnnnn,ngggg,ggggg,,
soare,thilk,sushi,,,,gnnnn,nyynn,ggggg,,,
soare,clint,dying,,,,nnnnn,nnggn,ggggg,,,
soare,denet,fetid,,,,nnnny,ygnny,ggggg,,,
soare,clint,aband,brain,,,nngyn,nnyyn,nygyn,ggggg,,
soare,clint,dumpy,buddy,,,nnnnn,nnnnn,ygnng,ggggg,,
soare,clint,thumb,thump,,,nnnnn,nnnny,ggggn,ggggg,,
soare,cloot,scion,,,,gynnn,ynngn,ggggg,,,
